ID	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN136228_c5_g3_i1	41.5974	117.184	104.601	102.47
TRINITY_DN134983_c5_g6_i1	0	0	1	0
TRINITY_DN38013_c0_g1_i1	0	8	6	3
TRINITY_DN125961_c0_g2_i1	531	764	934	847
TRINITY_DN127238_c0_g1_i2	125.588	205.528	146.798	176.949
TRINITY_DN124490_c5_g1_i1	29.9682	58.7114	21.574	29.8416
TRINITY_DN125256_c2_g1_i2	4762	10165	9420	9224
TRINITY_DN126380_c2_g1_i1	3	5	9	7
TRINITY_DN131885_c2_g7_i1	64.2233	71.2517	129.51	113.167
TRINITY_DN113958_c0_g1_i1	202	257	314	247
TRINITY_DN133212_c3_g1_i1	32	25	27	23
TRINITY_DN133651_c2_g3_i2	2384.98	4398.99	5305	4106
TRINITY_DN125918_c1_g1_i4	271	575	494	571
TRINITY_DN194257_c0_g1_i1	0	0	0	0
TRINITY_DN117482_c0_g1_i1	20	58	50	42
TRINITY_DN134535_c4_g1_i4	173	340	361	245
TRINITY_DN112760_c0_g3_i1	25.713	70.6963	71	71.7499
TRINITY_DN108538_c0_g1_i1	8.35862	18	11	11
TRINITY_DN124922_c6_g3_i1	408.852	739.6	708.499	616.022
TRINITY_DN126495_c0_g1_i1	27	66	65	49
TRINITY_DN130203_c1_g4_i1	18	40	69	36
TRINITY_DN96529_c0_g2_i1	0	0	0	0
TRINITY_DN102326_c0_g1_i1	0	27.5951	15.9874	23.988
TRINITY_DN100107_c0_g1_i1	4	6	9	5
TRINITY_DN132452_c4_g3_i2	181	457	475	440
TRINITY_DN94757_c0_g4_i1	3	8	3.5	5
TRINITY_DN80633_c0_g1_i1	9	7	4	1
TRINITY_DN127993_c2_g2_i2	525	1317	756	1073
TRINITY_DN93392_c0_g1_i1	1	4	2	1
TRINITY_DN124986_c0_g1_i1	222.139	257.246	403.539	361.968
TRINITY_DN127056_c4_g2_i1	8	43	17	8
TRINITY_DN118066_c2_g2_i2	480	897	758	848
TRINITY_DN109239_c0_g1_i1	23.7753	39.17	39.5988	27.3817
TRINITY_DN98228_c0_g1_i1	103.432	176.587	188.593	123.509
TRINITY_DN96013_c1_g2_i1	0	0	3	3
TRINITY_DN114603_c0_g3_i1	2	9	7	0
TRINITY_DN12042_c0_g1_i1	0	0	1	0
TRINITY_DN8985_c0_g1_i1	2	2	9	0
TRINITY_DN116046_c1_g1_i2	3	9	12	5
TRINITY_DN133888_c1_g6_i1	0	0	0	0
TRINITY_DN109365_c0_g1_i1	57	126	153	155
TRINITY_DN65179_c0_g2_i1	8	11	18	18
TRINITY_DN22114_c0_g1_i1	6	45	13	38
TRINITY_DN218566_c0_g1_i1	0	2	9	0
TRINITY_DN129820_c2_g3_i2	100.382	203.535	183.865	141.111
TRINITY_DN127081_c3_g1_i1	57.7501	125	103	97.7372
TRINITY_DN165958_c0_g1_i1	27.3007	55.25	45.2386	34.8717
TRINITY_DN136070_c9_g2_i1	35	103	82	73
TRINITY_DN124457_c0_g1_i2	2791	4986	5030	4491.3
TRINITY_DN94262_c0_g1_i1	4	7	2	3
TRINITY_DN116042_c0_g1_i1	10	16	10	5
TRINITY_DN131028_c0_g1_i1	626	1010	871	920
TRINITY_DN124984_c4_g3_i3	417.943	1110.99	1160	1122
TRINITY_DN120716_c0_g2_i1	8	17.0354	31.0561	41.0349
TRINITY_DN197658_c0_g1_i1	6.08284	6.40049	13.0189	5.11495
TRINITY_DN122633_c0_g1_i1	5	14	19	6
TRINITY_DN155334_c0_g1_i1	20	25	63	19
TRINITY_DN111184_c0_g1_i1	0	11.0889	4.33227	6.61227
TRINITY_DN119977_c0_g2_i5	72	63	148	113
TRINITY_DN173411_c0_g1_i1	0	10	7	0
TRINITY_DN126019_c3_g3_i1	12.7374	24.5685	42.2314	30.0127
TRINITY_DN128273_c2_g4_i1	4.61708	0	0	1.28452
TRINITY_DN120502_c0_g1_i1	368	432	380	490
TRINITY_DN127039_c0_g3_i7	79	1069	1426	96
TRINITY_DN125443_c0_g2_i1	2.14494	0	2.00713	0
TRINITY_DN128292_c0_g1_i1	7	31	17	22
TRINITY_DN130263_c6_g1_i9	645.661	1168	1179	870.63
TRINITY_DN123960_c0_g1_i3	296.39	497.415	494.366	564.872
TRINITY_DN126626_c0_g1_i1	94	131	123	120
TRINITY_DN132203_c0_g1_i1	908.389	1366.93	1296.56	1279.08
TRINITY_DN128049_c4_g1_i1	38	116	145	86
TRINITY_DN74250_c0_g2_i1	8.82645	65.7284	6.29464	23.0242
TRINITY_DN146444_c0_g1_i1	0	0	0	0
TRINITY_DN22630_c0_g2_i1	0	0	0	0
TRINITY_DN158047_c0_g2_i1	2.25132	4.93157	5.30448	2.45217
TRINITY_DN70390_c0_g2_i1	2.3176	6.8103	1.04E-05	2.40338
TRINITY_DN128400_c0_g1_i1	16	39	24	20
TRINITY_DN118256_c0_g1_i1	6	1	8	6
TRINITY_DN101425_c0_g1_i1	1	0	0	0
TRINITY_DN117253_c1_g1_i1	179	343.485	392	373.231
TRINITY_DN125563_c5_g2_i1	47	54	117	68
TRINITY_DN198419_c0_g1_i1	17	29	38	24
TRINITY_DN143838_c0_g1_i1	0	0	1	1
TRINITY_DN125466_c11_g2_i1	121	256	143	101
TRINITY_DN152164_c0_g1_i1	4	5	7	1
TRINITY_DN126323_c0_g1_i2	196	107	151	184
TRINITY_DN131419_c0_g1_i1	262	458	545	400
TRINITY_DN130462_c4_g5_i1	236.125	433.59	526	439.136
TRINITY_DN115479_c0_g1_i4	44	11	58	82
TRINITY_DN130581_c0_g1_i2	130	247	339	232
TRINITY_DN32677_c0_g1_i1	9	53	62	44
TRINITY_DN129631_c6_g7_i1	14.2119	12.5161	13.1972	15.3224
TRINITY_DN125285_c1_g1_i1	75	88	81	61
TRINITY_DN120040_c0_g2_i1	1	11	10	4
TRINITY_DN126478_c1_g1_i1	40	144	169	71
TRINITY_DN123619_c0_g1_i5	233	465	441	413
TRINITY_DN130339_c0_g2_i4	1452.87	1391.68	2396.03	2351.1
TRINITY_DN133220_c5_g3_i2	241.365	478.45	296.636	228.063
TRINITY_DN135347_c2_g3_i1	1	0	21	7
TRINITY_DN25563_c0_g1_i1	62	110	120	107
TRINITY_DN135638_c12_g2_i1	1130.3	1783.87	1740.61	1721.79
TRINITY_DN131828_c1_g2_i3	31562	83912	23574	37392
TRINITY_DN127988_c3_g3_i1	754	1207	1420	1643
TRINITY_DN97477_c0_g1_i1	0	12	3	1
TRINITY_DN183484_c0_g1_i1	9	12	20	14
TRINITY_DN184728_c0_g1_i1	0	0	1	1
TRINITY_DN130864_c0_g1_i1	63	137	99	89
TRINITY_DN129591_c1_g1_i3	26	47	58	45
TRINITY_DN199076_c0_g1_i1	2	0	0	0
TRINITY_DN103094_c0_g1_i1	0	0	0	1
TRINITY_DN122956_c0_g1_i1	50	109	95	115
TRINITY_DN134698_c1_g8_i1	154.096	216.454	304.795	245.471
TRINITY_DN127212_c3_g1_i2	143.787	286.085	230.04	217.712
TRINITY_DN114357_c0_g1_i1	9128	5320	9611	9163
TRINITY_DN110746_c0_g1_i1	0	0	1	0
TRINITY_DN25183_c0_g1_i1	2	1	1	0
TRINITY_DN133167_c1_g1_i2	3	2	9	1
TRINITY_DN134263_c0_g3_i3	12	14	12	14
TRINITY_DN176416_c0_g1_i1	1	1	1	0
TRINITY_DN134844_c0_g1_i1	34	39	79	64
TRINITY_DN21540_c0_g2_i1	0	2	0	0
TRINITY_DN134707_c0_g3_i3	30.0249	66.8286	60.2608	50.4896
TRINITY_DN131204_c0_g3_i3	694	1334	1288	1157
TRINITY_DN132657_c3_g15_i1	13.7719	22.6131	16.5695	15.5493
TRINITY_DN129061_c0_g2_i1	846	1008	1064	1028
TRINITY_DN133692_c2_g3_i2	4295	8753.99	5019	5858
TRINITY_DN121970_c0_g1_i6	2461	3878	4091	3902
TRINITY_DN126185_c1_g3_i2	14	5	21	7
TRINITY_DN134419_c0_g2_i4	67	132	59	29
TRINITY_DN109141_c0_g5_i1	47.3181	38.2096	75.3901	77.0294
TRINITY_DN134012_c6_g2_i5	410.672	681.824	782.827	640.516
TRINITY_DN53280_c0_g2_i1	1	0	2	1
TRINITY_DN80092_c0_g1_i1	6	0	3	3
TRINITY_DN133840_c0_g2_i1	26.5451	64.4854	56.931	55.7307
TRINITY_DN120635_c0_g1_i1	59	109	90	81
TRINITY_DN26576_c0_g2_i1	7.05402	9.05258	28.5255	7.35595
TRINITY_DN14292_c0_g2_i1	0	0	0	0
TRINITY_DN93008_c0_g3_i1	2	2	0	1
TRINITY_DN116269_c0_g2_i1	72	85	97.5175	117
TRINITY_DN126652_c0_g1_i1	4053	5721	6245	5691
TRINITY_DN117484_c0_g2_i4	4	8	9	42
TRINITY_DN79767_c0_g1_i1	0	1	0	0
TRINITY_DN74268_c0_g1_i1	5	3	0	0
TRINITY_DN128487_c0_g1_i2	928	1726	1757	1491
TRINITY_DN136709_c1_g1_i1	22.7476	10.897	22.7472	30.7954
TRINITY_DN146103_c0_g1_i1	7	3	8	3
TRINITY_DN113504_c0_g5_i1	194.522	381.653	381	302.271
TRINITY_DN121654_c0_g2_i1	7	8	7	5
TRINITY_DN127314_c0_g1_i1	5.2414	8	12	4.18712
TRINITY_DN126857_c0_g2_i1	14.932	12.6208	54.3641	7.32137
TRINITY_DN128575_c1_g2_i2	268	296	491	334
TRINITY_DN192077_c0_g1_i1	0	1	0	5
TRINITY_DN131080_c0_g1_i2	397	643	761	703
TRINITY_DN124728_c6_g15_i1	3	4	5	5
TRINITY_DN133440_c0_g2_i2	2	10	8	8
TRINITY_DN82433_c0_g2_i1	4	2	4	2
TRINITY_DN133840_c0_g1_i1	7.60194	20.1551	14.4763	7.86721
TRINITY_DN128618_c5_g4_i4	171	95	312	306
TRINITY_DN105015_c0_g2_i1	4	5	8	2
TRINITY_DN128543_c0_g6_i1	0.00985897	160.062	158.491	65.7904
TRINITY_DN104278_c0_g1_i1	0	1	1	1
TRINITY_DN131623_c3_g2_i3	383	513	467	405
TRINITY_DN135781_c2_g1_i1	162	256.762	285.463	260
TRINITY_DN135982_c2_g2_i3	4632.83	13834.3	5586.38	5578.18
TRINITY_DN207816_c0_g1_i1	0	0	0	0
TRINITY_DN131932_c1_g8_i1	2.06293	1.67225	0	0
TRINITY_DN108986_c0_g1_i1	7	12	5	6
TRINITY_DN112960_c1_g1_i1	1.00071	0	0	0
TRINITY_DN96376_c0_g3_i1	0	0	5.46667	4.3125
TRINITY_DN88437_c0_g2_i1	4	0	2	4
TRINITY_DN136495_c5_g4_i1	129	169	208	196
TRINITY_DN86964_c0_g2_i1	1	2	1	1
TRINITY_DN135248_c2_g3_i1	60859.6	96296.7	44867.6	60063.8
TRINITY_DN189766_c0_g1_i1	0	0	5	2
TRINITY_DN149520_c0_g1_i1	7.21831	7.59823	16	8.3307
TRINITY_DN115550_c0_g2_i1	0	1	0	0
TRINITY_DN124276_c6_g5_i3	0	0	0	0
TRINITY_DN130104_c0_g3_i1	178	229	289	244
TRINITY_DN128449_c0_g3_i1	52	59	76	71
TRINITY_DN135651_c2_g1_i1	220	388	479	432
TRINITY_DN131586_c9_g3_i1	428	971.461	812.386	859.502
TRINITY_DN180126_c0_g1_i1	0	0	1	2
TRINITY_DN119153_c0_g1_i11	1396	2604	2441	2278
TRINITY_DN57850_c0_g1_i1	21.6777	0.0112496	0	60.4808
TRINITY_DN134072_c0_g3_i1	548	743	870	920
TRINITY_DN131956_c1_g3_i3	64	124	88	151
TRINITY_DN125843_c0_g2_i2	4	16	6	5
TRINITY_DN188452_c0_g1_i1	7	7	12	7
TRINITY_DN151862_c0_g1_i1	7.04905	4.31522	17.4938	10.0641
TRINITY_DN111889_c0_g1_i1	31	15	21	17
TRINITY_DN133462_c3_g1_i1	120	110	121	71
TRINITY_DN134741_c4_g2_i1	25	37	57	35
TRINITY_DN90605_c0_g1_i1	3	6.32947	5	9
TRINITY_DN131189_c6_g3_i1	104	287	269	282
TRINITY_DN92163_c0_g1_i1	3	6	5	14
TRINITY_DN116407_c0_g1_i1	143	275	360	231
TRINITY_DN64540_c0_g2_i1	7	6	4	0
TRINITY_DN8434_c0_g2_i1	11.9596	10.779	23.4619	22
TRINITY_DN125075_c2_g3_i1	349	668	380	484
TRINITY_DN116294_c1_g1_i2	574	1024	1078	1041
TRINITY_DN123622_c3_g15_i1	12	6	7	22
TRINITY_DN41049_c0_g2_i1	0	0	0	0
TRINITY_DN129053_c3_g5_i1	329.284	456.637	625.596	514.404
TRINITY_DN128451_c0_g1_i2	58.9088	307.162	146.106	116.973
TRINITY_DN125741_c1_g1_i1	40.6788	115.303	103.076	93.8961
TRINITY_DN132641_c0_g2_i1	0	1	1	0
TRINITY_DN115675_c0_g1_i3	32	63	69	61
TRINITY_DN78699_c0_g1_i1	6	7	9	11
TRINITY_DN124061_c0_g1_i3	2	3	9	3
TRINITY_DN124076_c2_g4_i1	6	9	15	14
TRINITY_DN124695_c0_g1_i5	10	16	15	8
TRINITY_DN9237_c0_g1_i1	0	0	2	2
TRINITY_DN52675_c0_g1_i1	0	2	0	1
TRINITY_DN134522_c4_g3_i1	3430.24	5315	5421.68	4929.94
TRINITY_DN132798_c5_g1_i2	1386.99	5511	2771	3246
TRINITY_DN214720_c0_g1_i1	3	3	1	1
TRINITY_DN120884_c0_g1_i4	184	331	274	279
TRINITY_DN127557_c5_g1_i1	1094.5	1140.79	1163.41	1048.53
TRINITY_DN133628_c3_g1_i4	100	244.378	258.293	216.662
TRINITY_DN127864_c2_g3_i1	240.095	488.154	12.004	7.00151
TRINITY_DN116678_c0_g3_i1	120	513	177	61
TRINITY_DN130654_c0_g3_i2	92.3333	210	204.035	253.865
TRINITY_DN116702_c3_g3_i1	224	398	345	502
TRINITY_DN134137_c1_g10_i1	0	0	1	1
TRINITY_DN128082_c2_g10_i1	0	0	0	0
TRINITY_DN92166_c0_g1_i1	1	2	1	1
TRINITY_DN11507_c0_g1_i1	0	0	2	0
TRINITY_DN123421_c1_g1_i3	148	172	236	330
TRINITY_DN111634_c0_g2_i1	65	102.541	101.853	107.694
TRINITY_DN117624_c0_g1_i1	6	12	12	3
TRINITY_DN127372_c5_g1_i6	335.879	577.808	611.485	497
TRINITY_DN124421_c0_g7_i1	47.9685	13.9625	50.7736	27.793
TRINITY_DN129538_c1_g1_i3	516.223	798.495	971.982	832
TRINITY_DN29655_c0_g1_i1	6	0	3	1
TRINITY_DN85707_c0_g1_i1	3	2	2	1
TRINITY_DN97837_c0_g1_i1	0	0	0	0
TRINITY_DN133888_c0_g1_i1	0	0	0	0
TRINITY_DN82941_c0_g1_i1	2	15	7	1
TRINITY_DN124442_c1_g1_i1	2053	3078	3832	3395
TRINITY_DN11869_c0_g2_i1	2	6	7	3
TRINITY_DN113576_c0_g2_i1	2.00854	6	3.00015	6.00067
TRINITY_DN152191_c0_g1_i1	2	2	3	2
TRINITY_DN200587_c0_g1_i1	0	2	1	1
TRINITY_DN97816_c0_g1_i1	0	2	4	5
TRINITY_DN109127_c0_g1_i1	662.71	1885.02	1421.32	1024.03
TRINITY_DN134604_c0_g1_i1	4.62259	11.9874	7.97925	7.5
TRINITY_DN116975_c0_g3_i1	468.677	953.605	1089.62	814.581
TRINITY_DN129644_c0_g1_i1	530	864	822	772
TRINITY_DN131641_c0_g3_i2	176	268	296	283
TRINITY_DN184486_c0_g1_i1	2	7	2	4
TRINITY_DN47819_c0_g1_i1	4	11	10	2
TRINITY_DN52039_c0_g2_i1	75	85	113	117
TRINITY_DN94543_c0_g2_i1	0	0	2	0
TRINITY_DN130064_c3_g1_i1	3.02618	7.0274	4.02137	5.03358
TRINITY_DN60306_c0_g2_i1	9	12	5	14.4
TRINITY_DN120341_c0_g1_i2	75	80	81	51
TRINITY_DN116092_c0_g3_i1	1179.26	580.35	1040.49	1523.11
TRINITY_DN109900_c0_g1_i1	10	23	21	11
TRINITY_DN132352_c1_g6_i1	1	0	8	3
TRINITY_DN134306_c0_g1_i1	4.02802	0	6	5
TRINITY_DN171288_c0_g1_i1	27	47	55.3047	53.5027
TRINITY_DN135683_c1_g3_i4	245.269	407.033	407.016	419.599
TRINITY_DN127500_c8_g1_i1	725.761	1193.23	2018.9	1191.94
TRINITY_DN129839_c1_g1_i5	351	813	544	461
TRINITY_DN130544_c2_g8_i1	20	83	63	62
TRINITY_DN92371_c1_g2_i1	0	0	0	0
TRINITY_DN69961_c0_g1_i1	0	0	0	0
TRINITY_DN162100_c0_g1_i1	0	1	0	3
TRINITY_DN107748_c0_g2_i1	17.3931	32.7296	33.9453	44.479
TRINITY_DN95553_c0_g2_i1	0.0522912	0	0	15.9228
TRINITY_DN134291_c1_g1_i1	94	112	122	116
TRINITY_DN28765_c0_g1_i1	0	0	0	0
TRINITY_DN139402_c0_g1_i1	83.9708	16.4897	14.434	11.5871
TRINITY_DN105933_c0_g1_i1	3	6	8	11
TRINITY_DN123479_c1_g1_i4	9829	23184	15524	14772
TRINITY_DN123027_c1_g1_i1	3	1	2	7
TRINITY_DN188130_c0_g1_i1	1	1	3	3
TRINITY_DN124676_c4_g3_i1	0	4	3	3.99985
TRINITY_DN128298_c1_g1_i3	187.696	316.05	332.027	360.392
TRINITY_DN130478_c6_g9_i1	40	76	71	62
TRINITY_DN38701_c0_g1_i1	3	7	3	5
TRINITY_DN12019_c0_g1_i1	0	3	9	5
TRINITY_DN114023_c0_g1_i1	61	80	114	95
TRINITY_DN212081_c0_g1_i1	5	5	13	2
TRINITY_DN131569_c5_g1_i2	99	125	155	190
TRINITY_DN165428_c0_g1_i1	1	2	2	0
TRINITY_DN114786_c0_g1_i1	27	43	47	42
TRINITY_DN114446_c1_g1_i2	7513	12269	6914	6620
TRINITY_DN123488_c6_g2_i1	44	85	78	73
TRINITY_DN133113_c0_g2_i2	94	370	239	208
TRINITY_DN92629_c0_g3_i1	25.0062	29.4705	25.3639	57.4147
TRINITY_DN108096_c0_g2_i3	0	0	1	1
TRINITY_DN23555_c0_g1_i1	3	2	3.03182	8.07225
TRINITY_DN67729_c0_g2_i1	0	0	0	1
TRINITY_DN129193_c3_g1_i1	395	731	936	663
TRINITY_DN167532_c0_g1_i1	26	33	24	83
TRINITY_DN115930_c1_g1_i1	0.00347698	29.3177	0	39
TRINITY_DN133534_c1_g5_i1	7.85662	9.57791	13.7146	5.87847
TRINITY_DN128821_c6_g1_i1	1109	1773	1792	1571
TRINITY_DN113250_c1_g3_i2	20	38	26	31
TRINITY_DN136532_c2_g2_i2	167.133	163.739	287.495	267.698
TRINITY_DN117667_c0_g2_i2	68	125.424	113.057	90.4922
TRINITY_DN113887_c0_g1_i1	95	341	114	30
TRINITY_DN125909_c2_g1_i2	91	147	114	108
TRINITY_DN121959_c0_g1_i5	58	162	182	159
TRINITY_DN119477_c0_g1_i1	218	337	352	389
TRINITY_DN132941_c0_g6_i1	605.56	622.007	999.039	799.229
TRINITY_DN122415_c3_g2_i4	87.4117	108.122	131.711	49.7166
TRINITY_DN130664_c0_g9_i3	4334	7846	8221	8506
TRINITY_DN122490_c4_g4_i1	3.16667	0	0	4.54E-08
TRINITY_DN94568_c0_g1_i1	0.667603	2.67023	2.74087	4.72937
TRINITY_DN126616_c6_g1_i1	268.657	1059.42	736.089	467.503
TRINITY_DN126993_c10_g1_i1	11	11	26	16
TRINITY_DN132871_c2_g2_i2	277.817	645.857	659	528.518
TRINITY_DN127518_c0_g1_i1	98	117	226	270
TRINITY_DN124172_c2_g2_i1	35	46.0465	47.7692	62.4
TRINITY_DN129633_c9_g1_i1	24	25.0128	54	59.1378
TRINITY_DN126693_c0_g2_i1	0	0	0	0
TRINITY_DN112714_c0_g1_i1	3	10	23	9
TRINITY_DN129827_c4_g3_i1	1979	1586	2588	2902
TRINITY_DN207844_c0_g1_i1	0	0	0	0
TRINITY_DN105756_c0_g1_i1	37	24	57	34
TRINITY_DN148484_c0_g1_i1	0	0	0	0
TRINITY_DN130650_c2_g1_i1	11.3193	22.191	19.0819	13.364
TRINITY_DN126963_c1_g2_i3	652	2973	999	1269
TRINITY_DN121199_c1_g1_i1	204	237	438	391
TRINITY_DN98475_c0_g1_i1	8	22	17	10
TRINITY_DN92316_c0_g1_i1	18	18	71	50
TRINITY_DN110851_c0_g2_i1	6	10	16	7
TRINITY_DN126405_c0_g3_i1	7.843	16.22	0	0
TRINITY_DN76122_c0_g2_i1	11	10	25	4
TRINITY_DN124680_c0_g2_i3	13	26.2516	24	34
TRINITY_DN128148_c0_g23_i1	0	0	0	0
TRINITY_DN122291_c2_g2_i1	62.6729	55	89.9377	98.4306
TRINITY_DN102158_c0_g1_i1	318	496	447	455
TRINITY_DN124171_c3_g8_i1	5	4	6	2
TRINITY_DN117427_c0_g1_i1	4	28	12	7
TRINITY_DN135425_c1_g2_i1	1.27618	1.39342	0	0
TRINITY_DN135581_c7_g1_i1	0.000560034	0.00370266	2.90E-05	52.4735
TRINITY_DN13306_c0_g1_i1	6	30	36	13
TRINITY_DN112226_c0_g2_i2	5	59.7068	38	23
TRINITY_DN129598_c1_g2_i1	14.9107	53.5284	37.1751	49.1313
TRINITY_DN54902_c0_g2_i1	0	0	11.307	0
TRINITY_DN100684_c0_g1_i1	118.46	361.335	74.3713	98.6201
TRINITY_DN118546_c0_g1_i1	731	1594	1420	1347
TRINITY_DN134409_c0_g5_i4	965.276	1921.24	565.753	560.729
TRINITY_DN81083_c0_g1_i1	0	1	0	0
TRINITY_DN136273_c6_g2_i1	254	797	293	297
TRINITY_DN135507_c0_g1_i1	89.6623	227.003	129.233	189.718
TRINITY_DN130497_c3_g1_i1	664	1484	1303	1529
TRINITY_DN111620_c0_g1_i2	3	8	1	3
TRINITY_DN132204_c4_g1_i1	585	874	1195	1007
TRINITY_DN111515_c0_g1_i2	317	501	574	517
TRINITY_DN127492_c1_g1_i1	299.999	550.711	612.444	487.295
TRINITY_DN118692_c0_g1_i1	31.5303	46	57	41
TRINITY_DN123789_c2_g1_i1	2.31924	0	0	5
TRINITY_DN98924_c0_g1_i1	7.75033	13.3123	4	9.67225
TRINITY_DN135066_c4_g2_i1	113.009	182.047	219.221	141.778
TRINITY_DN114728_c0_g1_i2	11.2363	23.663	17	27.9806
TRINITY_DN134741_c2_g2_i1	0	0	0	0
TRINITY_DN129417_c3_g2_i1	335	593	692	583
TRINITY_DN152993_c0_g1_i1	1	0	2	0
TRINITY_DN134556_c1_g2_i1	9	41	15	7.13675
TRINITY_DN132388_c0_g6_i3	75	148	212	197
TRINITY_DN169311_c0_g1_i1	0	0	2	0
TRINITY_DN124935_c0_g2_i1	68.5783	139.18	59.1719	169.535
TRINITY_DN130514_c4_g4_i1	276	455	561	426
TRINITY_DN111239_c0_g3_i1	0	0	0	0
TRINITY_DN90164_c0_g1_i1	1	2	0	2
TRINITY_DN138718_c0_g1_i1	0	1.80643	0.373758	0
TRINITY_DN116704_c0_g4_i1	0	0	0	0
TRINITY_DN124908_c1_g8_i1	3	9	9	2
TRINITY_DN135388_c0_g1_i1	60	134	280	128
TRINITY_DN124955_c0_g2_i2	415	805	785	756
TRINITY_DN130096_c4_g9_i1	415	599	661	654
TRINITY_DN131490_c1_g1_i1	52.6421	67.7996	73.6781	45.8978
TRINITY_DN122377_c0_g1_i3	25	35	29	27
TRINITY_DN97009_c0_g2_i3	191.331	240.265	292.605	272.03
TRINITY_DN125715_c0_g4_i1	1	0	0	0
TRINITY_DN129517_c5_g1_i2	17	39	32	32
TRINITY_DN124167_c1_g3_i1	5	16	7	9
TRINITY_DN134110_c0_g1_i3	9	26	22	13
TRINITY_DN127461_c1_g1_i1	25.0437	24	20	44
TRINITY_DN121089_c2_g3_i1	4	2	3	2
TRINITY_DN134665_c2_g7_i10	2094	3132	4185	2750
TRINITY_DN90338_c0_g1_i1	11	11	7	13
TRINITY_DN117473_c0_g2_i1	186	296	374	345
TRINITY_DN115357_c0_g1_i2	3	0	1	3
TRINITY_DN116141_c0_g1_i2	59.336	71.6903	69.6836	79.4763
TRINITY_DN125956_c3_g1_i3	111.507	297.457	322.313	249.192
TRINITY_DN24472_c0_g1_i1	0	0	0	0
TRINITY_DN99286_c0_g2_i1	99.8095	402.5	86	83.0476
TRINITY_DN127233_c1_g1_i5	1182	1831	1681	1811
TRINITY_DN207409_c0_g1_i1	0	0	0	1
TRINITY_DN58161_c0_g2_i1	0	0	0	0
TRINITY_DN127789_c2_g1_i3	247	322	371	514
TRINITY_DN150754_c0_g1_i1	0	0	6	1
TRINITY_DN113336_c0_g1_i1	3.16017	14.3656	14.2945	9.53302
TRINITY_DN132620_c0_g1_i4	114.389	224	209	151
TRINITY_DN113238_c0_g3_i1	47	69	69.4918	79
TRINITY_DN129575_c2_g1_i5	45	84	108	76
TRINITY_DN131498_c0_g1_i1	112.36	188.24	231.337	162.3
TRINITY_DN128666_c2_g1_i2	913	1145	1263	1278
TRINITY_DN128498_c0_g3_i1	50	113	120	43
TRINITY_DN132091_c0_g2_i1	5909	7631	11212	10436
TRINITY_DN113467_c0_g1_i4	1	8	4	2
TRINITY_DN125082_c2_g2_i1	2015	3090	3289	2993
TRINITY_DN129710_c2_g1_i3	6	1	4	3
TRINITY_DN142906_c0_g1_i1	2	0	0	2
TRINITY_DN190001_c0_g1_i1	16	54	41	27
TRINITY_DN116332_c0_g5_i1	7.16808	0	0	21.2363
TRINITY_DN93301_c0_g1_i1	11	18	20	15
TRINITY_DN133538_c7_g2_i1	14	25.42	22	30
TRINITY_DN128967_c0_g6_i5	130	250	340	281
TRINITY_DN121903_c1_g13_i1	5	8	13	8
TRINITY_DN116659_c1_g2_i3	272.833	141	138	163
TRINITY_DN133266_c1_g3_i1	27	50	83	59
TRINITY_DN133690_c0_g2_i1	0	1	2	3
TRINITY_DN124356_c7_g6_i1	11	33	27	22
TRINITY_DN132253_c2_g1_i1	6	12	15	11
TRINITY_DN162955_c0_g1_i1	0	1	1	1
TRINITY_DN134077_c5_g6_i1	4	12	6	9
TRINITY_DN122337_c1_g3_i1	0	1	0	1
TRINITY_DN15124_c0_g2_i1	0	3	0	1
TRINITY_DN140481_c0_g1_i1	4	2	6	7
TRINITY_DN78046_c0_g2_i1	0	0	0	1
TRINITY_DN129162_c5_g1_i2	2119.04	5643.8	4136.63	3428.8
TRINITY_DN67442_c0_g2_i1	70.5741	98.9332	140.538	62.4306
TRINITY_DN131116_c0_g2_i1	14.0798	19.1238	19.2369	32.3017
TRINITY_DN86829_c0_g1_i1	0	0	0	0
TRINITY_DN121216_c0_g1_i3	2	7	10	2
TRINITY_DN59864_c0_g1_i1	0	1	2	0
TRINITY_DN126695_c0_g1_i4	8537.98	11927	18860	10689
TRINITY_DN4294_c0_g2_i1	0	1.64078	0	2.89991
TRINITY_DN82646_c1_g1_i1	33	57	64	100
TRINITY_DN127583_c4_g4_i1	5.69E-07	30.2694	31.8554	40.4261
TRINITY_DN133435_c0_g3_i1	18.1579	63.7174	64.8964	37.8411
TRINITY_DN92266_c1_g1_i1	3	5.03353	4.07023	4.03704
TRINITY_DN114025_c0_g2_i1	9	19	17	16
TRINITY_DN91510_c0_g2_i1	0	44.2542	33.8135	20.4214
TRINITY_DN136534_c4_g5_i1	14	29	24	29
TRINITY_DN131894_c17_g4_i6	251.037	492.566	551.933	432.316
TRINITY_DN120929_c0_g1_i1	16.0424	0	0	0
TRINITY_DN62624_c0_g1_i1	97	133	187	147
TRINITY_DN117844_c0_g1_i1	40.8681	99.9033	74.8959	85.1668
TRINITY_DN132233_c0_g1_i2	175.72	455.522	191.53	311.602
TRINITY_DN135683_c1_g2_i1	74.8251	98.1963	214	0
TRINITY_DN134834_c0_g6_i6	25	43	75	27
TRINITY_DN125307_c7_g4_i3	592	985	1009	871
