ID	A17MB	A17FB	A16MB	A15MB	A15FB	A12FB	A10MB	A10FB	A8MB
TRINITY_DN134944_c2_g1_i6	16	25	20	23	8	17	14	21	18
TRINITY_DN120606_c0_g1_i1	6	6	9	17	9	6	5	8	8
TRINITY_DN50185_c0_g1_i1	0	1	0	33.9912	0	0	1.48262	0	63.9276
TRINITY_DN111011_c1_g2_i1	149.989	158.928	109.958	615.952	208.95	600.971	158.976	88.9654	828.633
TRINITY_DN120109_c0_g2_i1	9	3	0	9	1	1	3	0	11
TRINITY_DN135982_c1_g2_i1	0	0	0	2	2	0	0	1	0
TRINITY_DN142708_c0_g1_i1	0	1	0	0	0	0	0	0	0
TRINITY_DN132180_c9_g5_i6	882	1098.69	907.35	1418	852.689	809.353	1094	708	1758
TRINITY_DN183876_c0_g1_i1	0	1	0	1	1	0	0	0	2
TRINITY_DN133831_c1_g2_i1	243.688	347.457	606.062	2241.51	273.998	118.75	179.936	631.968	1566.56
TRINITY_DN78148_c0_g1_i1	1	0	0	0	1	0	0	0	1
TRINITY_DN132465_c3_g2_i4	115	203	111	237.325	193	185.436	294	235	263
TRINITY_DN195719_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN132319_c0_g16_i1	43.1944	59.932	29.1254	69.8588	40.0128	28.7603	49.041	25.7242	48.981
TRINITY_DN94921_c0_g2_i1	0	132.889	0	0	99.0462	82.7258	107.294	0	111.724
TRINITY_DN64178_c0_g1_i1	0	0	0	1	0	0	0	0	0
TRINITY_DN125493_c1_g9_i1	0	0	0.00122733	0	3.34547	0	3.61E-06	0	2.40362
TRINITY_DN124655_c3_g4_i1	6.06192	6.99326	50.7544	66.4156	19.33	40.4065	4.4921	4.90667	22.3864
TRINITY_DN215694_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN115045_c0_g1_i1	88	69	38	107	70	75.8706	51	48	89
TRINITY_DN121788_c0_g1_i1	1	4	1	9	3	2	6	1	7
TRINITY_DN106656_c0_g1_i1	9	30	14	27	12	16	10	19	15
TRINITY_DN189508_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN100904_c0_g1_i1	5	0	0	0	0	0	0	1	0
TRINITY_DN134384_c3_g4_i1	34	69	120	254	92	82	81	80	86
TRINITY_DN138780_c0_g1_i1	0	22	0	1	1	21	3	14	0
TRINITY_DN129970_c1_g1_i1	66	67	24	65	48	47	20	38	32
TRINITY_DN129142_c4_g1_i1	405	288	332	598	323	375	408	327	360
TRINITY_DN168622_c0_g1_i1	4	5	0	9	3	8	6	3	3
TRINITY_DN115743_c0_g1_i1	20	10	6	16	10	9	6	9	9
TRINITY_DN97984_c0_g1_i2	0	0	0	11	0	0	0	0	2
TRINITY_DN121698_c5_g1_i2	100.589	11.5825	104.603	153.705	87.7538	69.795	64.7716	37.9383	70.7107
TRINITY_DN134960_c2_g2_i1	40.1057	25.2976	106	94.5441	0	15.5144	0.00815021	0.0254109	19.5115
TRINITY_DN166479_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN135749_c3_g3_i1	946.977	915.708	1159.36	1991.46	841.262	1167.29	1259.41	1461.74	1452.96
TRINITY_DN160292_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN106345_c0_g3_i1	11	5	7	25	20	8	9	6	16
TRINITY_DN171958_c0_g1_i1	4	9	3	18	5	5	4	2	2
TRINITY_DN134554_c4_g2_i1	32.8657	72.1378	53.4005	285.769	108.178	61.9128	45.6408	26.3152	69.4941
TRINITY_DN134769_c1_g1_i1	144	204	140	160	103	88	156	64	91
TRINITY_DN214796_c0_g1_i1	2	0	3	2	4	1	0	0	0
TRINITY_DN129543_c4_g3_i1	914.97	1285.45	1431.89	2353.71	1571.29	1570.16	517.195	989.215	1164.98
TRINITY_DN128821_c5_g1_i1	167	122	40	211	106	136	37	94	106
TRINITY_DN127394_c2_g3_i1	381	382	650	1773	414	257	745	878	1603
TRINITY_DN127341_c12_g2_i1	42.0866	58.2024	28.0895	79.1574	60.0529	60.3642	34.1836	30.1275	74.1752
TRINITY_DN116971_c0_g2_i1	134	184	216	222	151	160	189	173	137
TRINITY_DN107060_c0_g1_i1	5	8	3	23	3	9.02888	1	4	13
TRINITY_DN132386_c3_g1_i4	20	26.1664	23	89.7222	44.1158	45.0923	17.0334	23.0465	46.2681
TRINITY_DN127704_c5_g3_i1	151	122	79	182	93	80	94	66	106
TRINITY_DN136702_c5_g3_i1	28.9503	9.76805	31.9905	151.985	34.6815	41.0404	172.449	132.012	147.405
TRINITY_DN128202_c0_g2_i2	151	195	177	273	211	180	227	170	143
TRINITY_DN127394_c1_g1_i1	32.7006	37	24	67	41	66	30	30.6901	39
TRINITY_DN133222_c0_g3_i3	463.754	537.793	572.457	796.786	426.137	537.117	614.521	531.693	506.533
TRINITY_DN175683_c0_g1_i1	13	13	2	13	3	14	6	7	6
TRINITY_DN133573_c2_g1_i1	0	7.33694	11.3809	17.2756	0	0	0	0	0
TRINITY_DN66342_c0_g2_i1	0	73	0	0	22	62	6	18	1
TRINITY_DN139798_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN121939_c0_g1_i1	409	418	359	715	498	386	405	454	463
TRINITY_DN135280_c2_g1_i9	3991	2535	1763	4786	2447	2669	2436	2515	3382
TRINITY_DN116217_c0_g1_i1	40.274	43.7064	65.2222	126.407	73.7544	48.3152	46.3336	63.7467	53.2388
TRINITY_DN133594_c1_g2_i3	917.087	741.078	491.589	1399.54	828.96	638.38	761.409	654.188	671.682
TRINITY_DN113388_c0_g1_i2	566	656	765	903	582	731	672	688	508
TRINITY_DN134807_c6_g6_i1	75.3027	80.7322	37.4128	125.572	68.5973	74.2771	65.1838	58.6871	77.7809
TRINITY_DN118858_c0_g1_i2	189.871	182.972	188.268	222.935	175.326	103.062	135.741	135.94	142.656
TRINITY_DN3243_c0_g1_i1	0	31	0	0	6	22	0	19	0
TRINITY_DN166711_c0_g1_i1	11	14	15	13	17	10	9	8	8
TRINITY_DN130963_c1_g3_i3	118	203	162	378	252	210	138	160	272
TRINITY_DN131498_c0_g1_i1	475.22	411.665	224	547.078	310.131	379.881	304	295.21	328.309
TRINITY_DN112773_c0_g1_i1	0	1	1	3	3	7	1	3	1
TRINITY_DN31964_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN181636_c0_g1_i1	1	198	0	3	45	194	19	63	0
TRINITY_DN97498_c0_g1_i1	6	8	4	4	1	3	3	8	6
TRINITY_DN120484_c0_g1_i1	30	45	69	90.7007	25	62	81	53	259
TRINITY_DN136063_c1_g1_i1	80	121	133	229	117	134	104	91	112
TRINITY_DN133585_c11_g1_i1	127	80	64	143	75	89	70	98	83
TRINITY_DN125680_c0_g1_i3	674	524	467.153	929.131	418	502	512.151	434	594
TRINITY_DN133511_c3_g1_i1	31	34	53	50	40	37	27	18	43
TRINITY_DN126630_c4_g2_i1	13	16	11	33	18	19	19	22	12
TRINITY_DN6330_c0_g1_i1	0	0	0	1	0	0	0	0	0
TRINITY_DN117996_c0_g1_i1	75	95	99	224	81	128	103	182	110
TRINITY_DN156453_c0_g1_i1	1	4	1	0	4	1	3	0	2
TRINITY_DN19168_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN185779_c0_g1_i1	1	3	1	1	0	0	2	0	0
TRINITY_DN104357_c0_g1_i2	16	10	23.7124	35	21.59	18.6041	19.3863	14	15
TRINITY_DN107727_c0_g1_i1	59	66	81	124	97	77	89	103	132
TRINITY_DN79657_c0_g2_i1	7	10	5	10	5	6	5	2	5
TRINITY_DN81712_c0_g2_i1	28	35	17	48	35	30	16	26	27
TRINITY_DN109353_c0_g4_i1	4	7	16	20	8	6	4	7	11
TRINITY_DN113790_c0_g2_i2	6378.93	8088	5950.9	10923.8	6687.82	8067.95	7744.87	8178	8387
TRINITY_DN129004_c0_g1_i7	905	878.918	950	1087	614.9	787.925	739	577	624.897
TRINITY_DN95986_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN199919_c0_g1_i1	0	35	0	0	2	27	1	6	0
TRINITY_DN211390_c0_g1_i1	0	3	0	0	2	10	1	3	0
TRINITY_DN13887_c0_g1_i1	4	0	0	1	1	1	1	0	0
TRINITY_DN39875_c0_g1_i1	0	12	0	0	1	10	2	2	0
TRINITY_DN126242_c1_g3_i2	188	200	187	357.608	213.604	196.566	154.358	161.593	214.161
TRINITY_DN193913_c0_g1_i1	0	21	0	1	6	20	0	13	1
TRINITY_DN131589_c2_g1_i1	240.895	265.68	390.014	536.891	252.198	263.871	251.461	200.823	244.285
TRINITY_DN127194_c0_g1_i3	826	1142	958	1797	779	717	1782	1254	492
TRINITY_DN44554_c0_g1_i1	0	60	0	0	9	50	4	19	0
TRINITY_DN187148_c0_g1_i1	0	30	0	0	0	29	0	10	0
TRINITY_DN158267_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN100214_c0_g1_i1	0	15	0	2	2	11	0	4	0
TRINITY_DN136073_c1_g1_i3	45.2017	56.0408	29.6725	75.6352	39	38.7869	40.8978	36.7159	47.6203
TRINITY_DN112949_c0_g1_i1	2	3	2	2	3	6	5	2	4
TRINITY_DN117917_c1_g2_i1	545.045	617.692	585.187	854.559	511.892	507.89	550.906	556.245	533.718
TRINITY_DN130422_c0_g1_i1	174.054	203.868	108.713	208.925	110.641	155.94	158.406	103.993	149.45
TRINITY_DN134963_c4_g6_i2	26	13	35	48	32	22	18	16	31
TRINITY_DN126777_c3_g1_i1	106	106	101	227	112	89	103	110	123
TRINITY_DN134599_c0_g1_i3	160	85	95	120	83	97	118	133	136
TRINITY_DN102246_c0_g4_i1	0	0	3	3	8	0	0	3.67978	4
TRINITY_DN131161_c5_g5_i3	943.272	791.489	492.783	1235.63	719.71	587.557	605.777	542.386	701.776
TRINITY_DN110285_c0_g2_i2	2057.46	1756.06	1862.95	3822.43	1955.03	2011.69	1949.55	1851.21	2132.36
TRINITY_DN134988_c5_g3_i3	20	26	24.0215	65.0761	44	44	23	22	94
TRINITY_DN103991_c0_g1_i2	24	30	31	25	18	30	25	20	21
TRINITY_DN32692_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN215549_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN97406_c0_g1_i1	1	4	1	5	3	5	3	6	3
TRINITY_DN213052_c0_g1_i1	0	24	0	0	4	12	2	4	0
TRINITY_DN174852_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133960_c2_g1_i1	4	4	8	4	2	37	6	2	5
TRINITY_DN131217_c3_g2_i2	28	16.5315	69.715	66.0498	23.3385	21.7255	30.6847	17	80.326
TRINITY_DN197882_c0_g1_i1	0	5	0	0	4	14	1	3	0
TRINITY_DN126887_c4_g1_i3	875	1000	1846	3370	2801	1067	1761	2272	3221
TRINITY_DN105879_c0_g1_i1	9	18	15	25	13	14	18	13	17
TRINITY_DN218091_c0_g1_i1	0	0	0	0	0	0	0	0	5
TRINITY_DN130959_c0_g1_i2	780	1000	788	1408.68	812	681.564	673	687	1181
TRINITY_DN128898_c3_g1_i1	0	33	0	0	6	21	2	7	0
TRINITY_DN125841_c2_g2_i3	1432.56	1504	705	2005.47	1508.55	1415.6	1000.48	1008	1564.61
TRINITY_DN50085_c0_g1_i1	2	0	10	12	7	1	9	1	8
TRINITY_DN120442_c0_g2_i3	1	2	8	0	0	0	1	0	2
TRINITY_DN26223_c0_g1_i1	2	1	1	1	0	1	0	0	3
TRINITY_DN123700_c2_g1_i2	2	7	3	3	1	5	8	3	3
TRINITY_DN133079_c1_g1_i2	696.057	683.171	288.031	641.115	377.15	496.047	420.042	348.13	392.161
TRINITY_DN125908_c0_g2_i1	0	5	1	1	1	0	0	0	1
TRINITY_DN182979_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN96578_c0_g1_i1	53	47	34	53	39	35	21	28	47
TRINITY_DN101072_c0_g1_i1	0	0	0	0	1	0	0	0	0
TRINITY_DN122802_c5_g1_i1	17	36	8	17	15	23	19	25	21
TRINITY_DN179604_c0_g1_i1	0	16	0	0	7	16	2	5	0
TRINITY_DN103986_c0_g1_i1	33	50	65	103	70	40	41	34	57
TRINITY_DN33392_c0_g1_i1	0	7	0	0	0	11	0	3	0
TRINITY_DN132249_c1_g2_i4	30	35	52	75	34	47	77	55	60
TRINITY_DN57236_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN205617_c0_g1_i1	0	14	0	0	2	12	0	5	0
TRINITY_DN109605_c0_g1_i1	332	167	164	283	139	143	158	203	160
TRINITY_DN128543_c0_g3_i1	4.3946	4.82E-07	10.9632	1.10E-07	0	0	0	3.98899	0
TRINITY_DN170657_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN95791_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN187539_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN52364_c0_g1_i1	36.0252	48.2643	60.0678	95.154	40.2503	32.4966	59.8337	37.1726	76.6252
TRINITY_DN130821_c0_g1_i1	99	90	98	164	100	88	92	88	84
TRINITY_DN118769_c0_g1_i1	3	8	4	3	1	4	4	3	4
TRINITY_DN101383_c0_g1_i1	8	4	4	9	3	7	6	10	6
TRINITY_DN127481_c0_g2_i1	1	5.00997	1	2.00837	2	3.02551	4	4	0
TRINITY_DN108700_c0_g1_i1	18	21	16	33	25	23	38	41	28
TRINITY_DN88593_c0_g1_i1	0	0	1	1	0	1	0	0	1
TRINITY_DN147772_c0_g1_i1	16.2003	12.1509	12.142	27.7933	5.11724	19.2681	13	7.62754	18.1413
TRINITY_DN125969_c8_g1_i1	1	1	0	0	0	0	0	3	1
TRINITY_DN199831_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127253_c4_g1_i1	24	41	48	60	28	21	34	28	54
TRINITY_DN135403_c1_g1_i1	2165	2418	1875	3496	1822	1921	2059	1674	2139
TRINITY_DN181340_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133363_c0_g3_i1	25	25	17	24	18	12	29	12	29
TRINITY_DN91759_c0_g1_i1	3	2	7	6	7	3	1	4	1
TRINITY_DN116427_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127030_c0_g1_i2	98	197	116	192	143	154	108	104	142
TRINITY_DN61309_c0_g2_i1	0	0	1	0	0	2	1	0	0
TRINITY_DN96821_c0_g2_i1	0	45	0	0	10	42	3	11	0
TRINITY_DN137886_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN198162_c0_g1_i1	0	0	0	1	0	0	2	0	0
TRINITY_DN128543_c0_g9_i1	0	10.5	0	6	0	0	0	0	2.54E-07
TRINITY_DN40000_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125068_c2_g1_i2	2629	3708	2524.99	3927	2743	2832	2774	2622	3341.99
TRINITY_DN125564_c1_g2_i1	283	351	260	428	277	301	282	249	242
TRINITY_DN186872_c0_g1_i1	0	45	0	0	4	30	3	9	0
TRINITY_DN127179_c0_g1_i7	385.927	315	217	481	270	275.729	310.333	325	348.895
TRINITY_DN99329_c0_g2_i1	0	1	0	2	0	0	1	0	0
TRINITY_DN159788_c0_g1_i1	23.5891	58.4121	36.0922	70.1666	47.0565	52.7781	43.8533	43.69	56.9416
TRINITY_DN90812_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN63751_c0_g1_i1	0	6	0	0	3	14	0	6	0
TRINITY_DN24576_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN126765_c0_g1_i1	125	142	119	190	117	135	158	145	100
TRINITY_DN130715_c2_g2_i1	4.33333	5	0	2	4	3	9	11	10
TRINITY_DN52493_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN138224_c0_g1_i1	0	19	0	0	2	11	1	6	0
TRINITY_DN122977_c0_g1_i1	18	25	28	53	42	33	18	22	20
TRINITY_DN14304_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN128230_c0_g1_i1	1490	892	917	2426	855	898	1135	805	1220
TRINITY_DN209330_c0_g1_i1	2	1	1	0	0	0	1	0	1
TRINITY_DN67684_c0_g1_i1	0	15	0	0	3	12	0	9	0
TRINITY_DN45100_c0_g1_i1	0	10	0	0	2	8	0	5	0
TRINITY_DN132055_c1_g1_i1	821.062	639.244	590.14	1570.81	738.573	540.561	374.93	222.298	401.587
TRINITY_DN113510_c0_g1_i3	8	8	9	19	5	4	10	36	48
TRINITY_DN72438_c0_g1_i1	6	10	3	5	7	9	5	4	7
TRINITY_DN119996_c0_g1_i1	48	73	117	173	95	98	90	97	86
TRINITY_DN117098_c0_g2_i1	6	10	3	18	3	15	7	6	12
TRINITY_DN48011_c0_g1_i1	6	7	11	6	5	6	6	2	4
TRINITY_DN179750_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124193_c2_g2_i3	2505	1825	1486	3410	1521	1855	1828	1911	2202
TRINITY_DN17345_c0_g2_i1	0.987689	0	0	0	0	0	0	0	0
TRINITY_DN121908_c1_g1_i1	13.1902	6.1747	5.11523	16.1276	8.13136	5.0582	6.14038	15.2513	8.16366
TRINITY_DN51446_c0_g2_i1	0	31	0	0	8	30	1	10	0
TRINITY_DN215423_c0_g1_i1	43.0115	27.065	12.4023	17.544	32.6825	16.6676	12.5418	0	15.1472
TRINITY_DN219717_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN161059_c0_g1_i1	0	26	0	1	5	27	2	10	0
TRINITY_DN125935_c1_g3_i1	1	0	1	1	0	0	0	0	0
TRINITY_DN24100_c0_g1_i1	15	1	0	0	0	0	0	0	12
TRINITY_DN124592_c0_g1_i5	52	76	88	129	82	91	70	93	81
TRINITY_DN179272_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN124809_c0_g2_i2	845	1107	1021	1414	890	1097	1119	1129	817
TRINITY_DN131864_c2_g5_i1	296	299	260	468	290	289	275	311	379
TRINITY_DN131219_c2_g2_i1	1027.35	1206.59	1458.17	2315.91	1259.62	1161.48	1525.7	1754.9	1447.86
TRINITY_DN123715_c0_g1_i1	636	654	658	1023	558	512	728	750	681
TRINITY_DN133456_c1_g4_i1	6	9	7	3.0384	7.15423	4	4	4	6
TRINITY_DN100897_c0_g2_i1	1	1	1	0	1	0	1	0	1
TRINITY_DN100697_c0_g2_i1	0	113	0	0	18	75.1505	6	45	0
TRINITY_DN194702_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN121436_c0_g1_i1	6	14	3	14	8	6	79	4	15
TRINITY_DN134790_c1_g1_i4	687.437	626.983	506.401	983.815	550.928	623.558	560.995	630.526	548.937
TRINITY_DN118372_c0_g1_i1	71.0975	69.0345	53.9833	84.676	53.0211	71.6953	40.8014	49.1202	36.9947
TRINITY_DN106338_c0_g1_i1	147	170	104.404	240	104	109	142	145	150
TRINITY_DN134421_c3_g3_i2	160	133	97	213	103	110	79	77	120
TRINITY_DN128211_c2_g1_i1	0	3	0	0	3	0	0	1	1
TRINITY_DN114403_c1_g1_i2	8	9	4	1	3	3	1	6	4
TRINITY_DN125654_c0_g2_i1	2	0	1	0	0	0	0	0	0
TRINITY_DN70305_c0_g1_i1	3	10	2	4	4	2	7	7	5
TRINITY_DN118544_c1_g1_i1	152	141	93	238	109	121	120	105	111
TRINITY_DN84438_c0_g2_i1	0	1	1	2	2	0	1	1	0
TRINITY_DN134890_c0_g1_i2	133.981	164.304	94.4747	239.697	149.404	125.002	116.409	118.773	112.226
TRINITY_DN117357_c0_g3_i1	21	26	7	34	10	15	18	11	4
TRINITY_DN128064_c0_g1_i2	660	750	716	1307	734	676	932	920	839
TRINITY_DN104801_c0_g1_i1	356.208	449.262	286.465	582.125	313.887	284.541	306.061	391.341	368.526
TRINITY_DN48767_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN44990_c0_g1_i1	1	1	2	10	1	1	0	3	8
TRINITY_DN49346_c0_g1_i1	24	16	4	47	10	15	18	1	42
TRINITY_DN95421_c0_g1_i1	6	0	1	7	1	1	2	7	3
TRINITY_DN18457_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN43632_c0_g2_i1	0	0	1	0	0	0	0	1	1
TRINITY_DN106503_c0_g2_i2	0	0	0	1	0	0	0	0	0
TRINITY_DN91685_c0_g1_i2	2	175	0	0	28	169	11	92	0
TRINITY_DN210406_c0_g1_i1	0	5	0	0	2	10	0	1	0
TRINITY_DN87425_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN93354_c0_g1_i1	0	39.2131	240.915	110.462	17.4722	16.6624	54.451	140	0
TRINITY_DN88120_c0_g1_i1	0	9	0	0	0	7	1	4	0
TRINITY_DN131397_c0_g1_i1	2.20008	2	1.12557	5	4	5	3	4.24234	9.47745
TRINITY_DN132317_c1_g1_i4	90.2039	84.7735	70.615	128.961	116.545	68.9615	42.3396	39.7574	84.1071
TRINITY_DN98876_c0_g2_i1	0	25	20.3122	45	0.522225	0	0	19.6708	0
TRINITY_DN75489_c0_g1_i1	2.44185	26.7131	3.64021	39.3254	30.3358	1.5529	2.8146	7.75643	45
TRINITY_DN125508_c0_g7_i2	12	16	13	20	9	21	11	14	19
TRINITY_DN79642_c0_g2_i1	0	55	0	0	6	44	6	11	0
TRINITY_DN90035_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN186950_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN127135_c1_g1_i2	16.3878	14.2216	19.2938	50.6212	19.1878	16.2761	26.3128	40.4192	42.4852
TRINITY_DN116332_c0_g6_i1	30.2831	71.6389	28.1479	89.4135	6.41649	6.57993	21.4227	23.8811	39.1694
TRINITY_DN131597_c2_g3_i1	123	125	82	182	94	75	107	79	101
TRINITY_DN128948_c4_g3_i3	1952	2178	2275	3497	1883	1947	2156	1970	2097
TRINITY_DN209959_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN99792_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN164822_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN96739_c0_g3_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN133990_c2_g1_i8	4	3	0	1	2	0	2	1	1
TRINITY_DN120485_c1_g5_i1	484.868	427.671	268.052	536.175	364.444	402.785	532.497	507.549	507.489
TRINITY_DN134537_c0_g2_i1	8.64501	0	0	2.32172	0	2.80669	0	0	0
TRINITY_DN116432_c0_g1_i1	249.089	210.562	120.23	417.78	191.514	267.976	119.099	149.386	367.597
TRINITY_DN71177_c0_g1_i1	4	4	4	4	6.18879	4.1082	10	2	2
TRINITY_DN151723_c0_g1_i1	1	0	0	2	0	0	0	0	0
TRINITY_DN110014_c0_g1_i1	2	1	0	0	0	1	5	2	0
TRINITY_DN111732_c1_g1_i1	0	0	0	0	0	0	0	0	1.00464
TRINITY_DN132805_c6_g3_i1	1	0	0	0	0	0	1	0	1
TRINITY_DN84707_c0_g1_i1	0	30	0	0	5	24	0	6	0
TRINITY_DN120896_c0_g2_i1	154	188	137	304	152	159	144	106	127.18
TRINITY_DN81804_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN58027_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN116244_c0_g1_i1	17	7	3	13	8	8	3	7	12
TRINITY_DN216116_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN103377_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN131709_c0_g1_i2	6	9	3	10	16	8	3	14	5
TRINITY_DN104070_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN117372_c0_g2_i2	12	5	3	18	14	16	6	12	23
TRINITY_DN133531_c8_g13_i6	387	420	453	728	367	418	543	469	453
TRINITY_DN135983_c4_g1_i1	67	52	45	109	63.3968	58	51	61	38
TRINITY_DN131515_c7_g9_i1	310.573	355.006	126.278	345.504	155.989	194.498	299.133	282.08	328.466
TRINITY_DN211351_c0_g1_i1	5	3	5	2	1	2	2	3	2
TRINITY_DN123678_c2_g6_i3	1356	1394	1002	2254	1245	1214	861	814	935
TRINITY_DN129281_c4_g2_i1	286.089	308.842	238.658	502.812	266.213	272.019	265.929	180.07	281.659
TRINITY_DN199918_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN10853_c0_g1_i1	0	123	0	2	22	128	8	53	0
TRINITY_DN112092_c0_g1_i1	7	24	11	9	3	11	10	150	121
TRINITY_DN209911_c0_g1_i1	0	0	1	1.00243	2	0	2	0	3.01402
TRINITY_DN83780_c0_g1_i1	1	0	0	1	1	0	0	0	1
TRINITY_DN125004_c1_g1_i5	14.3507	22.7508	19.3159	23.266	15.2625	7.21982	10.1729	23.401	35.4991
TRINITY_DN145954_c0_g1_i1	48	96	23	66	40	30	27	37	43
TRINITY_DN128798_c1_g1_i3	1	0	0	0	0	0	0	0	0
TRINITY_DN136246_c2_g5_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN116673_c0_g3_i1	421	516	474	717	417	376	447	341	419
TRINITY_DN201247_c0_g1_i1	0	0	0	1	0	0	0	0	0
TRINITY_DN123597_c2_g2_i1	44.8799	0	6.99517	1.74277	3.10475	3.74646	0	6.86517	3.26196
TRINITY_DN118342_c0_g1_i1	260	171	178	319	204	192	221	175	197
TRINITY_DN95590_c0_g1_i1	0	0	1.5	0	1	0	0	0.5	0
TRINITY_DN84416_c0_g1_i1	0	60	0	0	10	68	4	24	0
TRINITY_DN173765_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN43002_c0_g1_i1	0	7	0	0	3	10	0	2	0
TRINITY_DN128300_c2_g1_i1	358.637	480.734	303.159	723.192	376.53	344.737	277.135	319.547	291.19
TRINITY_DN6100_c0_g1_i1	3	2	2	2	3	1	1	3	2
TRINITY_DN124680_c0_g2_i3	136	85.4345	62.0742	203.832	90	100	86.2871	137	74
TRINITY_DN128204_c0_g1_i1	0	3	1	0	0	0	0	1	0
TRINITY_DN144388_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN121492_c0_g1_i1	0	1	1	1	3	0	0	0	0
TRINITY_DN126646_c3_g3_i2	2807	3151	4033	5861	2444	2141	3717	2801	2921
TRINITY_DN131564_c3_g3_i1	661.065	710.659	586.277	1177.87	692.601	780.638	571.537	618.962	640.632
TRINITY_DN134708_c12_g1_i1	508	617	663	944	541	522	798	847	624
TRINITY_DN135195_c0_g1_i1	0	0	0	0	0	0	0	5	0
TRINITY_DN132982_c4_g2_i1	0	2.62935	0	3.70614	0	0	2	3	3
TRINITY_DN53249_c0_g1_i1	0	15	0	0	2	17	2	9	0
TRINITY_DN129166_c0_g1_i2	230.261	192.62	90.3942	155.015	137.409	163.597	176.089	151	201.611
TRINITY_DN124225_c0_g1_i1	690	650	276	758	713	566	441	433	666
TRINITY_DN77812_c0_g2_i1	1	0	0	1	0	1	0	0	0
TRINITY_DN134620_c2_g3_i1	574	610	619	848	569	596	474	661	560
TRINITY_DN127882_c2_g1_i1	8	3	4	3	2	2	3	9	3
TRINITY_DN26527_c0_g2_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN125415_c3_g2_i6	335.983	481.988	252.922	481.954	209	298.967	336	262.991	262.8
TRINITY_DN179232_c0_g1_i1	15	12	8	14	11	9	4	6	6
TRINITY_DN128148_c0_g24_i1	0	0	1.93237	4.40856	0	0	2.18894	0	0
TRINITY_DN69141_c0_g1_i1	0	0	0	0	0	0	0	0	0
TRINITY_DN109288_c0_g1_i1	27	33	39	60	52	45	25	33	37
