"gid"	"Log2RPKM"	"sex"	"bias"
"4422"	"TRINITY_DN115389_c0_g1_i1"	7.28574854987232	"meanfemale"	"female"
"4423"	"TRINITY_DN115417_c0_g2_i3"	6.39433392415109	"meanfemale"	"female"
"4424"	"TRINITY_DN115432_c0_g1_i1"	2.45916415412154	"meanfemale"	"female"
"4425"	"TRINITY_DN115458_c0_g2_i1"	5.83188942743021	"meanfemale"	"female"
"4426"	"TRINITY_DN115461_c0_g1_i2"	6.86997350752999	"meanfemale"	"female"
"4427"	"TRINITY_DN115491_c0_g2_i5"	0.675034963077326	"meanfemale"	"female"
"4428"	"TRINITY_DN115520_c0_g1_i2"	4.15579021462316	"meanfemale"	"female"
"4429"	"TRINITY_DN115583_c1_g1_i1"	4.81597741727671	"meanfemale"	"female"
"4430"	"TRINITY_DN115615_c0_g1_i1"	3.9891150391713	"meanfemale"	"female"
"4431"	"TRINITY_DN115634_c1_g1_i5"	3.3139176460973	"meanfemale"	"female"
"4432"	"TRINITY_DN115635_c0_g1_i1"	4.36674887271352	"meanfemale"	"female"
"4433"	"TRINITY_DN115646_c0_g1_i1"	4.73874650069571	"meanfemale"	"female"
"4434"	"TRINITY_DN115655_c0_g1_i1"	3.91029432653288	"meanfemale"	"female"
"4435"	"TRINITY_DN115666_c0_g1_i1"	4.35392903202014	"meanfemale"	"female"
"4436"	"TRINITY_DN115670_c0_g3_i2"	3.23494415491062	"meanfemale"	"female"
"4437"	"TRINITY_DN115672_c0_g1_i2"	3.96727982267278	"meanfemale"	"female"
"4438"	"TRINITY_DN115683_c0_g1_i2"	4.52771345917841	"meanfemale"	"female"
"4439"	"TRINITY_DN115691_c0_g3_i4"	1.81353671369017	"meanfemale"	"female"
"4440"	"TRINITY_DN115703_c0_g2_i4"	5.58320660448447	"meanfemale"	"female"
"4441"	"TRINITY_DN115705_c1_g1_i2"	2.17799838749793	"meanfemale"	"female"
"4442"	"TRINITY_DN115713_c0_g1_i1"	3.79181331596025	"meanfemale"	"female"
"4443"	"TRINITY_DN115736_c0_g1_i1"	3.34830523114421	"meanfemale"	"female"
"4444"	"TRINITY_DN115752_c0_g1_i1"	4.48095997044739	"meanfemale"	"female"
"4445"	"TRINITY_DN115756_c0_g1_i1"	5.69234170502288	"meanfemale"	"female"
"4446"	"TRINITY_DN115822_c1_g2_i2"	0.643560318315208	"meanfemale"	"female"
"4447"	"TRINITY_DN115837_c0_g3_i2"	2.02852417989795	"meanfemale"	"female"
"4448"	"TRINITY_DN115840_c0_g1_i2"	4.88623198823389	"meanfemale"	"female"
"4449"	"TRINITY_DN115856_c0_g1_i2"	4.18701902808161	"meanfemale"	"female"
"4450"	"TRINITY_DN115930_c1_g3_i2"	4.98197861789499	"meanfemale"	"female"
"4451"	"TRINITY_DN115944_c0_g1_i1"	2.13309671668182	"meanfemale"	"female"
"4452"	"TRINITY_DN115972_c1_g1_i2"	3.62221308172022	"meanfemale"	"female"
"4453"	"TRINITY_DN116005_c0_g1_i2"	4.80968782885066	"meanfemale"	"female"
"4454"	"TRINITY_DN116030_c0_g1_i1"	5.13508788949727	"meanfemale"	"female"
"4455"	"TRINITY_DN116063_c0_g1_i2"	4.20275161433224	"meanfemale"	"female"
"4456"	"TRINITY_DN116067_c0_g1_i1"	3.70719222980796	"meanfemale"	"female"
"4457"	"TRINITY_DN116083_c0_g1_i6"	4.82110336426585	"meanfemale"	"female"
"4458"	"TRINITY_DN116094_c0_g2_i1"	3.6240386149003	"meanfemale"	"female"
"4459"	"TRINITY_DN116137_c0_g2_i2"	4.8986227446342	"meanfemale"	"female"
"4460"	"TRINITY_DN116144_c0_g1_i1"	2.38451266325202	"meanfemale"	"female"
"4461"	"TRINITY_DN116210_c0_g1_i1"	5.38459380235243	"meanfemale"	"female"
"4462"	"TRINITY_DN116251_c1_g3_i1"	1.22315205880196	"meanfemale"	"female"
"4463"	"TRINITY_DN116270_c0_g1_i1"	2.53215738930976	"meanfemale"	"female"
"4464"	"TRINITY_DN116290_c0_g1_i1"	5.02393690173837	"meanfemale"	"female"
"4465"	"TRINITY_DN116337_c0_g1_i3"	3.37868883580262	"meanfemale"	"female"
"4466"	"TRINITY_DN116340_c0_g1_i1"	3.10054138477372	"meanfemale"	"female"
"4467"	"TRINITY_DN116359_c0_g1_i2"	5.48823637024818	"meanfemale"	"female"
"4468"	"TRINITY_DN116368_c0_g1_i2"	2.21965511918961	"meanfemale"	"female"
"4469"	"TRINITY_DN116369_c0_g1_i1"	5.9356848655128	"meanfemale"	"female"
"4470"	"TRINITY_DN116377_c0_g1_i1"	5.59796629702296	"meanfemale"	"female"
"4471"	"TRINITY_DN116382_c1_g1_i5"	6.03102251107284	"meanfemale"	"female"
"4472"	"TRINITY_DN116391_c0_g1_i1"	4.2507638410528	"meanfemale"	"female"
"4473"	"TRINITY_DN116406_c0_g1_i8"	6.1078875297426	"meanfemale"	"female"
"4474"	"TRINITY_DN116421_c0_g2_i1"	2.74526180932521	"meanfemale"	"female"
"4475"	"TRINITY_DN116424_c0_g2_i1"	1.12894573246927	"meanfemale"	"female"
"4476"	"TRINITY_DN116438_c0_g2_i3"	2.50485199970803	"meanfemale"	"female"
"4477"	"TRINITY_DN116451_c0_g2_i3"	3.49093415919821	"meanfemale"	"female"
"4478"	"TRINITY_DN116470_c1_g2_i1"	2.11882107669019	"meanfemale"	"female"
"4479"	"TRINITY_DN116470_c1_g4_i1"	3.76895789637466	"meanfemale"	"female"
"4480"	"TRINITY_DN116499_c0_g1_i2"	7.10584845821687	"meanfemale"	"female"
"4481"	"TRINITY_DN116529_c1_g1_i1"	4.13560417138732	"meanfemale"	"female"
"4482"	"TRINITY_DN116543_c0_g2_i1"	0.0871268537860991	"meanfemale"	"female"
"4483"	"TRINITY_DN116557_c0_g1_i2"	5.14619630947819	"meanfemale"	"female"
"4484"	"TRINITY_DN116561_c0_g1_i1"	1.93842759666123	"meanfemale"	"female"
"4485"	"TRINITY_DN116562_c1_g1_i1"	5.14846755776844	"meanfemale"	"female"
"4486"	"TRINITY_DN116581_c0_g1_i1"	6.87864450740795	"meanfemale"	"female"
"4487"	"TRINITY_DN116594_c0_g1_i1"	0.916281393503512	"meanfemale"	"female"
"4488"	"TRINITY_DN116603_c0_g1_i4"	2.74518370042402	"meanfemale"	"female"
"4489"	"TRINITY_DN116607_c0_g1_i1"	3.59230346408951	"meanfemale"	"female"
"4490"	"TRINITY_DN116613_c0_g1_i2"	2.24710062486716	"meanfemale"	"female"
"4491"	"TRINITY_DN116617_c0_g2_i3"	1.84754976270691	"meanfemale"	"female"
"4492"	"TRINITY_DN116621_c0_g1_i2"	5.42060637817562	"meanfemale"	"female"
"4493"	"TRINITY_DN116647_c0_g1_i2"	6.93196411708847	"meanfemale"	"female"
"4494"	"TRINITY_DN116651_c0_g1_i3"	4.20005996238679	"meanfemale"	"female"
"4495"	"TRINITY_DN116680_c1_g1_i4"	7.77839870755273	"meanfemale"	"female"
"4496"	"TRINITY_DN116680_c1_g2_i1"	5.61810597573999	"meanfemale"	"female"
"4497"	"TRINITY_DN116684_c0_g2_i1"	1.46561321570446	"meanfemale"	"female"
"4498"	"TRINITY_DN116692_c0_g1_i5"	4.36235857074932	"meanfemale"	"female"
"4499"	"TRINITY_DN116732_c0_g1_i1"	4.35352421268741	"meanfemale"	"female"
"4500"	"TRINITY_DN116737_c1_g1_i2"	4.24317827060392	"meanfemale"	"female"
"4501"	"TRINITY_DN116746_c0_g1_i1"	6.48140376799706	"meanfemale"	"female"
"4502"	"TRINITY_DN116754_c0_g4_i2"	4.15586301566295	"meanfemale"	"female"
"4503"	"TRINITY_DN116762_c0_g1_i1"	5.42198038732834	"meanfemale"	"female"
"4504"	"TRINITY_DN116802_c0_g2_i1"	5.25772157224766	"meanfemale"	"female"
"4505"	"TRINITY_DN116815_c0_g2_i2"	3.2046583738205	"meanfemale"	"female"
"4506"	"TRINITY_DN116819_c1_g1_i1"	4.17745694423952	"meanfemale"	"female"
"4507"	"TRINITY_DN116845_c0_g1_i1"	4.67492194078733	"meanfemale"	"female"
"4508"	"TRINITY_DN116854_c0_g1_i3"	4.43319673279627	"meanfemale"	"female"
"4509"	"TRINITY_DN116861_c0_g1_i1"	4.46674085225881	"meanfemale"	"female"
"4510"	"TRINITY_DN116876_c0_g2_i4"	3.53366060351239	"meanfemale"	"female"
"4511"	"TRINITY_DN116899_c0_g1_i3"	4.58163579552349	"meanfemale"	"female"
"4512"	"TRINITY_DN116903_c1_g2_i3"	3.78899744416532	"meanfemale"	"female"
"4513"	"TRINITY_DN116909_c0_g1_i3"	4.40217053655553	"meanfemale"	"female"
"4514"	"TRINITY_DN116915_c0_g1_i3"	2.8802012409584	"meanfemale"	"female"
"4515"	"TRINITY_DN116929_c0_g1_i1"	1.56811410079939	"meanfemale"	"female"
"4516"	"TRINITY_DN116934_c0_g1_i4"	1.42313300197869	"meanfemale"	"female"
"4517"	"TRINITY_DN116951_c0_g1_i1"	3.15579590153742	"meanfemale"	"female"
"4518"	"TRINITY_DN116953_c0_g1_i2"	5.29936079051224	"meanfemale"	"female"
"4519"	"TRINITY_DN116961_c0_g1_i1"	6.77909304472665	"meanfemale"	"female"
"4520"	"TRINITY_DN116963_c0_g1_i1"	4.55180422577262	"meanfemale"	"female"
"4521"	"TRINITY_DN116966_c0_g1_i1"	8.11261642482112	"meanfemale"	"female"
"4522"	"TRINITY_DN116971_c0_g2_i1"	4.36433029098097	"meanfemale"	"female"
"4523"	"TRINITY_DN117002_c0_g1_i1"	3.61244321192786	"meanfemale"	"female"
"4524"	"TRINITY_DN117011_c0_g1_i1"	4.39263444594193	"meanfemale"	"female"
"4525"	"TRINITY_DN117075_c0_g1_i1"	5.31029078726987	"meanfemale"	"female"
"4526"	"TRINITY_DN117098_c1_g2_i2"	0.63339538689786	"meanfemale"	"female"
"4527"	"TRINITY_DN117099_c0_g2_i1"	2.62021826606146	"meanfemale"	"female"
"4528"	"TRINITY_DN117117_c1_g1_i2"	4.23067186955993	"meanfemale"	"female"
"4529"	"TRINITY_DN117125_c0_g1_i1"	7.38722167851651	"meanfemale"	"female"
"4530"	"TRINITY_DN117128_c0_g1_i3"	4.37441254394411	"meanfemale"	"female"
"4531"	"TRINITY_DN117131_c0_g2_i2"	4.55594056926298	"meanfemale"	"female"
"4532"	"TRINITY_DN117133_c0_g1_i1"	5.14554111651753	"meanfemale"	"female"
"4533"	"TRINITY_DN117147_c0_g3_i2"	4.50190239595062	"meanfemale"	"female"
"4534"	"TRINITY_DN117152_c0_g3_i2"	2.4319434583245	"meanfemale"	"female"
"4535"	"TRINITY_DN117179_c0_g1_i1"	2.81606353020732	"meanfemale"	"female"
"4536"	"TRINITY_DN117185_c0_g2_i4"	6.14190085596259	"meanfemale"	"female"
"4537"	"TRINITY_DN117185_c0_g3_i1"	5.59435083721997	"meanfemale"	"female"
"4538"	"TRINITY_DN117189_c0_g2_i1"	4.05001711998738	"meanfemale"	"female"
"4539"	"TRINITY_DN117210_c0_g1_i1"	3.69507020216184	"meanfemale"	"female"
"4540"	"TRINITY_DN117235_c0_g3_i1"	5.27300881245995	"meanfemale"	"female"
"4541"	"TRINITY_DN117253_c1_g2_i3"	4.23412568044833	"meanfemale"	"female"
"4542"	"TRINITY_DN117257_c0_g2_i1"	4.26982610397151	"meanfemale"	"female"
"4543"	"TRINITY_DN117265_c0_g1_i7"	6.78142285260955	"meanfemale"	"female"
"4544"	"TRINITY_DN117290_c0_g1_i2"	4.25768698966433	"meanfemale"	"female"
"4545"	"TRINITY_DN117293_c0_g1_i1"	5.18199466267733	"meanfemale"	"female"
"4546"	"TRINITY_DN117317_c1_g2_i1"	3.51419467564622	"meanfemale"	"female"
"4547"	"TRINITY_DN117326_c0_g1_i4"	3.76474665098693	"meanfemale"	"female"
"4548"	"TRINITY_DN117327_c0_g1_i1"	1.77680232984477	"meanfemale"	"female"
"4549"	"TRINITY_DN117330_c0_g1_i2"	6.01399068228944	"meanfemale"	"female"
"4550"	"TRINITY_DN117339_c0_g2_i1"	2.95146798302425	"meanfemale"	"female"
"4551"	"TRINITY_DN117339_c0_g3_i1"	1.11691203054033	"meanfemale"	"female"
"4552"	"TRINITY_DN117377_c0_g2_i3"	2.28163836432788	"meanfemale"	"female"
"4553"	"TRINITY_DN117387_c0_g1_i3"	5.83724543994129	"meanfemale"	"female"
"4554"	"TRINITY_DN117404_c0_g1_i1"	6.13627249499046	"meanfemale"	"female"
"4555"	"TRINITY_DN117446_c0_g1_i2"	7.08513519002801	"meanfemale"	"female"
"4556"	"TRINITY_DN117491_c0_g1_i1"	0.925365602129187	"meanfemale"	"female"
"4557"	"TRINITY_DN117517_c1_g1_i1"	2.11412867620826	"meanfemale"	"female"
"4558"	"TRINITY_DN117528_c0_g3_i1"	2.4372908386593	"meanfemale"	"female"
"4559"	"TRINITY_DN117547_c0_g1_i2"	4.72368770310905	"meanfemale"	"female"
"4560"	"TRINITY_DN117568_c0_g1_i2"	4.00300745885225	"meanfemale"	"female"
"4561"	"TRINITY_DN117571_c0_g1_i1"	3.90598699371747	"meanfemale"	"female"
"4562"	"TRINITY_DN117572_c0_g1_i1"	5.23203694583709	"meanfemale"	"female"
"4563"	"TRINITY_DN117573_c0_g1_i2"	6.46509134731925	"meanfemale"	"female"
"4564"	"TRINITY_DN117578_c0_g2_i1"	8.07884061563689	"meanfemale"	"female"
"4565"	"TRINITY_DN117581_c0_g1_i3"	3.39896772252647	"meanfemale"	"female"
"4566"	"TRINITY_DN117584_c0_g1_i1"	4.74891285681482	"meanfemale"	"female"
"4567"	"TRINITY_DN117602_c0_g4_i1"	2.21552623825861	"meanfemale"	"female"
"4568"	"TRINITY_DN117605_c0_g1_i1"	3.45517598768658	"meanfemale"	"female"
"4569"	"TRINITY_DN117619_c0_g1_i1"	5.16746113098009	"meanfemale"	"female"
"4570"	"TRINITY_DN117624_c0_g1_i1"	1.91299337260518	"meanfemale"	"female"
"4571"	"TRINITY_DN117630_c0_g1_i5"	3.58442945953133	"meanfemale"	"female"
"4572"	"TRINITY_DN117638_c0_g1_i1"	4.9919371820063	"meanfemale"	"female"
"4573"	"TRINITY_DN117639_c0_g2_i1"	2.1060908170066	"meanfemale"	"female"
"4574"	"TRINITY_DN117642_c0_g1_i1"	5.26000820440377	"meanfemale"	"female"
"4575"	"TRINITY_DN117651_c0_g1_i7"	4.13336325899722	"meanfemale"	"female"
"4576"	"TRINITY_DN117665_c0_g2_i1"	4.69034983487364	"meanfemale"	"female"
"4577"	"TRINITY_DN117667_c0_g2_i2"	3.46985310751798	"meanfemale"	"female"
"4578"	"TRINITY_DN117669_c0_g1_i1"	2.84956109867719	"meanfemale"	"female"
"4579"	"TRINITY_DN117674_c0_g1_i4"	1.49550164484805	"meanfemale"	"female"
"4580"	"TRINITY_DN117706_c0_g2_i2"	3.43650536136215	"meanfemale"	"female"
"4581"	"TRINITY_DN117716_c0_g2_i1"	3.9970390858192	"meanfemale"	"female"
"4582"	"TRINITY_DN117718_c0_g1_i2"	4.13190092937471	"meanfemale"	"female"
"4583"	"TRINITY_DN117724_c0_g1_i1"	4.82787822215863	"meanfemale"	"female"
"4584"	"TRINITY_DN117740_c0_g1_i2"	6.10317857568441	"meanfemale"	"female"
"4585"	"TRINITY_DN117785_c0_g2_i1"	4.45959370484466	"meanfemale"	"female"
"4586"	"TRINITY_DN117794_c0_g3_i2"	-0.13943019535254	"meanfemale"	"female"
"4587"	"TRINITY_DN117798_c2_g1_i1"	2.06619294776563	"meanfemale"	"female"
"4588"	"TRINITY_DN117800_c0_g1_i1"	2.63658841543257	"meanfemale"	"female"
"4589"	"TRINITY_DN117803_c0_g1_i2"	4.81625352724186	"meanfemale"	"female"
"4590"	"TRINITY_DN117806_c0_g1_i1"	3.34820845746794	"meanfemale"	"female"
"4591"	"TRINITY_DN117814_c0_g1_i3"	1.41007195310783	"meanfemale"	"female"
"4592"	"TRINITY_DN117838_c2_g1_i2"	2.7978263844851	"meanfemale"	"female"
"4593"	"TRINITY_DN117842_c0_g1_i2"	-0.197374405861262	"meanfemale"	"female"
"4594"	"TRINITY_DN117846_c0_g1_i1"	3.31482742537084	"meanfemale"	"female"
"4595"	"TRINITY_DN117855_c1_g1_i3"	3.65543652148544	"meanfemale"	"female"
"4596"	"TRINITY_DN117858_c0_g3_i1"	4.02199976876262	"meanfemale"	"female"
"4597"	"TRINITY_DN117878_c0_g1_i1"	0.691014258847823	"meanfemale"	"female"
"4598"	"TRINITY_DN117883_c0_g1_i1"	3.72576905962463	"meanfemale"	"female"
"4599"	"TRINITY_DN117893_c0_g3_i3"	4.76172630064376	"meanfemale"	"female"
"4600"	"TRINITY_DN117894_c0_g1_i1"	4.41528796422275	"meanfemale"	"female"
"4601"	"TRINITY_DN117920_c0_g1_i5"	6.03627363198538	"meanfemale"	"female"
"4602"	"TRINITY_DN117937_c0_g1_i1"	5.50752671097397	"meanfemale"	"female"
"4603"	"TRINITY_DN117943_c0_g1_i3"	3.84279848268101	"meanfemale"	"female"
"4604"	"TRINITY_DN117979_c0_g1_i1"	1.08174255626757	"meanfemale"	"female"
"4605"	"TRINITY_DN117992_c0_g8_i1"	1.0614847396031	"meanfemale"	"female"
"4606"	"TRINITY_DN117996_c0_g1_i1"	5.35193281172681	"meanfemale"	"female"
"4607"	"TRINITY_DN118036_c0_g1_i1"	6.75843268123853	"meanfemale"	"female"
"4608"	"TRINITY_DN118087_c1_g2_i1"	4.3881705615266	"meanfemale"	"female"
"4609"	"TRINITY_DN118088_c0_g1_i1"	3.8531864954117	"meanfemale"	"female"
"4610"	"TRINITY_DN118097_c0_g2_i1"	0.897399930415957	"meanfemale"	"female"
"4611"	"TRINITY_DN118101_c0_g1_i2"	4.81100424857362	"meanfemale"	"female"
"4612"	"TRINITY_DN118108_c0_g1_i1"	3.07122610798215	"meanfemale"	"female"
"4613"	"TRINITY_DN118108_c0_g2_i1"	4.84363662212663	"meanfemale"	"female"
"4614"	"TRINITY_DN118139_c0_g1_i2"	7.49774486203667	"meanfemale"	"female"
"4615"	"TRINITY_DN118145_c0_g2_i2"	5.41185222684594	"meanfemale"	"female"
"4616"	"TRINITY_DN118157_c1_g1_i1"	7.92221092276093	"meanfemale"	"female"
"4617"	"TRINITY_DN118193_c0_g1_i1"	5.99596591812245	"meanfemale"	"female"
"4618"	"TRINITY_DN118194_c0_g1_i3"	4.17564908066108	"meanfemale"	"female"
"4619"	"TRINITY_DN118198_c0_g3_i1"	6.15777842280879	"meanfemale"	"female"
"4620"	"TRINITY_DN118226_c0_g1_i1"	2.08660445734899	"meanfemale"	"female"
"4621"	"TRINITY_DN118245_c0_g1_i2"	9.51808751798466	"meanfemale"	"female"
"4622"	"TRINITY_DN118256_c0_g1_i1"	2.41837882619887	"meanfemale"	"female"
"4623"	"TRINITY_DN118258_c0_g1_i2"	3.46124623515677	"meanfemale"	"female"
"4624"	"TRINITY_DN118275_c1_g1_i1"	4.55109390452205	"meanfemale"	"female"
"4625"	"TRINITY_DN118281_c0_g1_i1"	5.56893675352096	"meanfemale"	"female"
"4626"	"TRINITY_DN118297_c0_g1_i1"	3.17615865578764	"meanfemale"	"female"
"4627"	"TRINITY_DN118297_c0_g2_i1"	4.82382304871135	"meanfemale"	"female"
"4628"	"TRINITY_DN118311_c0_g1_i4"	4.9319690158291	"meanfemale"	"female"
"4629"	"TRINITY_DN118317_c0_g2_i2"	3.21388843095584	"meanfemale"	"female"
"4630"	"TRINITY_DN118320_c0_g1_i1"	5.56026883537597	"meanfemale"	"female"
"4631"	"TRINITY_DN118346_c0_g2_i1"	1.11642497597483	"meanfemale"	"female"
"4632"	"TRINITY_DN118360_c0_g1_i2"	5.03910774157702	"meanfemale"	"female"
"4633"	"TRINITY_DN118372_c0_g2_i1"	4.98499826318569	"meanfemale"	"female"
"4634"	"TRINITY_DN118372_c0_g3_i1"	1.54415904925074	"meanfemale"	"female"
"4635"	"TRINITY_DN118379_c0_g1_i1"	1.78056085082879	"meanfemale"	"female"
"4636"	"TRINITY_DN118387_c0_g3_i2"	4.83886506956576	"meanfemale"	"female"
"4637"	"TRINITY_DN118389_c0_g1_i1"	4.80958451658558	"meanfemale"	"female"
"4638"	"TRINITY_DN118390_c0_g2_i2"	2.96906611526073	"meanfemale"	"female"
"4639"	"TRINITY_DN118391_c0_g1_i1"	0.786806111992437	"meanfemale"	"female"
"4640"	"TRINITY_DN118439_c1_g2_i1"	-0.569114378185614	"meanfemale"	"female"
"4641"	"TRINITY_DN118445_c0_g1_i3"	2.95089393196425	"meanfemale"	"female"
"4642"	"TRINITY_DN118479_c0_g1_i1"	4.93042651209404	"meanfemale"	"female"
"4643"	"TRINITY_DN118487_c0_g2_i2"	0.109352090441856	"meanfemale"	"female"
"4644"	"TRINITY_DN118491_c0_g1_i2"	3.80054411255753	"meanfemale"	"female"
"4645"	"TRINITY_DN118496_c0_g1_i2"	5.5428007779322	"meanfemale"	"female"
"4646"	"TRINITY_DN118504_c0_g1_i1"	5.7751397379045	"meanfemale"	"female"
"4647"	"TRINITY_DN118516_c0_g2_i7"	4.73374220286334	"meanfemale"	"female"
"4648"	"TRINITY_DN118525_c2_g1_i1"	3.1924159057016	"meanfemale"	"female"
"4649"	"TRINITY_DN118530_c0_g2_i5"	4.84715648406165	"meanfemale"	"female"
"4650"	"TRINITY_DN118536_c0_g2_i1"	3.0588000473159	"meanfemale"	"female"
"4651"	"TRINITY_DN118554_c3_g1_i4"	4.48886481334581	"meanfemale"	"female"
"4652"	"TRINITY_DN118556_c0_g1_i2"	6.20468757990738	"meanfemale"	"female"
"4653"	"TRINITY_DN118569_c0_g1_i1"	2.16263376671702	"meanfemale"	"female"
"4654"	"TRINITY_DN118576_c0_g1_i1"	4.22953304237727	"meanfemale"	"female"
"4655"	"TRINITY_DN118590_c0_g1_i1"	3.80602518489257	"meanfemale"	"female"
"4656"	"TRINITY_DN118604_c0_g1_i1"	2.7358213244058	"meanfemale"	"female"
"4657"	"TRINITY_DN118609_c0_g1_i1"	4.8532271483058	"meanfemale"	"female"
"4658"	"TRINITY_DN118628_c0_g2_i3"	2.11683348040131	"meanfemale"	"female"
"4659"	"TRINITY_DN118635_c0_g1_i1"	5.79584440057508	"meanfemale"	"female"
"4660"	"TRINITY_DN118637_c0_g1_i1"	5.33960314946927	"meanfemale"	"female"
"4661"	"TRINITY_DN118644_c0_g1_i1"	2.47275028766113	"meanfemale"	"female"
"4662"	"TRINITY_DN118651_c0_g1_i1"	6.00468353368223	"meanfemale"	"female"
"4663"	"TRINITY_DN118661_c0_g2_i1"	2.51701640261748	"meanfemale"	"female"
"4664"	"TRINITY_DN118664_c0_g1_i1"	3.14970389156843	"meanfemale"	"female"
"4665"	"TRINITY_DN118665_c1_g1_i1"	4.25834327482976	"meanfemale"	"female"
"4666"	"TRINITY_DN118673_c0_g1_i1"	6.55041380449091	"meanfemale"	"female"
"4667"	"TRINITY_DN118674_c0_g1_i2"	5.14483981889262	"meanfemale"	"female"
"4668"	"TRINITY_DN118677_c0_g1_i1"	3.32902775954233	"meanfemale"	"female"
"4669"	"TRINITY_DN118697_c0_g1_i1"	1.88457229978797	"meanfemale"	"female"
"4670"	"TRINITY_DN118702_c0_g1_i1"	3.48676745004038	"meanfemale"	"female"
"4671"	"TRINITY_DN118720_c0_g1_i1"	-0.636481674749796	"meanfemale"	"female"
"4672"	"TRINITY_DN118755_c0_g1_i1"	4.4321193749885	"meanfemale"	"female"
"4673"	"TRINITY_DN118779_c0_g1_i2"	4.34708041919529	"meanfemale"	"female"
"4674"	"TRINITY_DN118793_c0_g1_i1"	0.333747497128153	"meanfemale"	"female"
"4675"	"TRINITY_DN118804_c0_g3_i3"	6.53141625844691	"meanfemale"	"female"
"4676"	"TRINITY_DN118818_c0_g1_i3"	5.0045123162265	"meanfemale"	"female"
"4677"	"TRINITY_DN118833_c0_g1_i2"	5.74177088075424	"meanfemale"	"female"
"4678"	"TRINITY_DN118839_c0_g1_i1"	6.33368097825547	"meanfemale"	"female"
"4679"	"TRINITY_DN118842_c0_g1_i2"	3.55409039547823	"meanfemale"	"female"
"4680"	"TRINITY_DN118855_c1_g1_i1"	0.510297805790505	"meanfemale"	"female"
"4681"	"TRINITY_DN118862_c0_g1_i1"	2.85379385121054	"meanfemale"	"female"
"4682"	"TRINITY_DN118875_c0_g2_i1"	5.57552447583068	"meanfemale"	"female"
"4683"	"TRINITY_DN118878_c0_g2_i1"	4.60815298293068	"meanfemale"	"female"
"4684"	"TRINITY_DN118890_c0_g3_i2"	3.93185819631903	"meanfemale"	"female"
"4685"	"TRINITY_DN118904_c0_g1_i1"	1.80344696907035	"meanfemale"	"female"
"4686"	"TRINITY_DN118908_c1_g2_i2"	4.14279839574121	"meanfemale"	"female"
"4687"	"TRINITY_DN118922_c2_g1_i8"	3.82387385157187	"meanfemale"	"female"
"4688"	"TRINITY_DN118925_c0_g1_i1"	3.54762892197828	"meanfemale"	"female"
"4689"	"TRINITY_DN118933_c2_g2_i1"	5.45129993640862	"meanfemale"	"female"
"4690"	"TRINITY_DN118958_c0_g1_i1"	3.44627296042252	"meanfemale"	"female"
"4691"	"TRINITY_DN118968_c0_g1_i1"	4.16406236652609	"meanfemale"	"female"
"4692"	"TRINITY_DN118980_c0_g1_i1"	3.18116716120767	"meanfemale"	"female"
"4693"	"TRINITY_DN118981_c0_g2_i3"	3.21397403452166	"meanfemale"	"female"
"4694"	"TRINITY_DN118981_c0_g4_i1"	2.27962081365402	"meanfemale"	"female"
"4695"	"TRINITY_DN118995_c0_g1_i2"	4.54879278213581	"meanfemale"	"female"
"4696"	"TRINITY_DN119001_c0_g2_i2"	-0.144952285898237	"meanfemale"	"female"
"4697"	"TRINITY_DN119011_c0_g1_i1"	7.57850638836748	"meanfemale"	"female"
"4698"	"TRINITY_DN119023_c7_g1_i1"	5.54843379170877	"meanfemale"	"female"
"4699"	"TRINITY_DN119027_c0_g1_i5"	0.0856814915763478	"meanfemale"	"female"
"4700"	"TRINITY_DN119032_c0_g1_i2"	3.02504838550139	"meanfemale"	"female"
"4701"	"TRINITY_DN119035_c0_g1_i2"	6.26553606460951	"meanfemale"	"female"
"4702"	"TRINITY_DN119040_c0_g1_i1"	4.35227478206052	"meanfemale"	"female"
"4703"	"TRINITY_DN119041_c0_g1_i1"	3.42783610053965	"meanfemale"	"female"
"4704"	"TRINITY_DN119047_c0_g1_i1"	4.97680071390589	"meanfemale"	"female"
"4705"	"TRINITY_DN119055_c0_g2_i1"	6.73846135758601	"meanfemale"	"female"
"4706"	"TRINITY_DN119058_c0_g1_i1"	5.09579936835357	"meanfemale"	"female"
"4707"	"TRINITY_DN119058_c0_g2_i1"	4.40486827441441	"meanfemale"	"female"
"4708"	"TRINITY_DN119060_c0_g1_i4"	4.38037443827263	"meanfemale"	"female"
"4709"	"TRINITY_DN119069_c0_g1_i2"	5.12832649587132	"meanfemale"	"female"
"4710"	"TRINITY_DN119088_c0_g4_i2"	5.9772901996885	"meanfemale"	"female"
"4711"	"TRINITY_DN119095_c0_g2_i1"	3.95569266994472	"meanfemale"	"female"
"4712"	"TRINITY_DN119100_c0_g1_i2"	3.01092313949264	"meanfemale"	"female"
"4713"	"TRINITY_DN119102_c3_g7_i5"	4.71553439895622	"meanfemale"	"female"
"4714"	"TRINITY_DN119116_c0_g1_i1"	6.47170110700006	"meanfemale"	"female"
"4715"	"TRINITY_DN119122_c0_g1_i3"	7.91557943316331	"meanfemale"	"female"
"4716"	"TRINITY_DN119150_c0_g2_i1"	3.91538578206651	"meanfemale"	"female"
"4717"	"TRINITY_DN119153_c0_g1_i11"	6.79423249075626	"meanfemale"	"female"
"4718"	"TRINITY_DN119158_c0_g1_i1"	5.71815665653936	"meanfemale"	"female"
