log2PRKM	Sex	Bias
0.2042719374	"meanfemale"	"male"
0.2909627214	"meanfemale"	"male"
0.0155310364	"meanfemale"	"male"
0.575303889	"meanfemale"	"male"
-0.3844865316	"meanfemale"	"male"
0.9636846194	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.9394851592	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3162404396	"meanfemale"	"male"
0.1722967878	"meanfemale"	"male"
-0.6859802472	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.666823358	"meanfemale"	"male"
0.6853903808	"meanfemale"	"male"
1.67165007	"meanfemale"	"male"
-0.5029633586	"meanfemale"	"male"
0.0929575944	"meanfemale"	"male"
-0.2528060446	"meanfemale"	"male"
-0.422330409	"meanfemale"	"male"
1.220547424	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4206141666	"meanfemale"	"male"
1.0502994184	"meanfemale"	"male"
-0.2661586654	"meanfemale"	"male"
-0.1252292354	"meanfemale"	"male"
0.0151603548	"meanfemale"	"male"
0.8188893828	"meanfemale"	"male"
-0.00142608759999999	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.9925965846	"meanfemale"	"male"
0.0677535432	"meanfemale"	"male"
-0.7421724686	"meanfemale"	"male"
-0.6436770788	"meanfemale"	"male"
0.9390067244	"meanfemale"	"male"
0.7280757246	"meanfemale"	"male"
0.3021534424	"meanfemale"	"male"
-0.2149182096	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.4292751688	"meanfemale"	"male"
-0.1300196778	"meanfemale"	"male"
0.073924489	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.650027624	"meanfemale"	"male"
-0.6556796536	"meanfemale"	"male"
1.1671741418	"meanfemale"	"male"
-0.0599647284	"meanfemale"	"male"
-0.213779817	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.290009355	"meanfemale"	"male"
1.3111526762	"meanfemale"	"male"
0.4106178662	"meanfemale"	"male"
0.0337091248	"meanfemale"	"male"
-0.5029063362	"meanfemale"	"male"
0.326107849	"meanfemale"	"male"
0.7846976044	"meanfemale"	"male"
0.7985662508	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4212900054	"meanfemale"	"male"
0.1191805484	"meanfemale"	"male"
0.5554051454	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.9072050872	"meanfemale"	"male"
-0.3997542708	"meanfemale"	"male"
-0.9201416582	"meanfemale"	"male"
2.3428461862	"meanfemale"	"male"
1.434237264	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.215372618	"meanfemale"	"male"
0.4216490752	"meanfemale"	"male"
-0.0281347768	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3236242428	"meanfemale"	"male"
0.1543929576	"meanfemale"	"male"
-0.5507997874	"meanfemale"	"male"
0.0168669602	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.0202738248	"meanfemale"	"male"
0.071833311	"meanfemale"	"male"
-0.2084631232	"meanfemale"	"male"
0.2330055896	"meanfemale"	"male"
-0.2356206622	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.9278099398	"meanfemale"	"male"
2.2916887386	"meanfemale"	"male"
0.439418386	"meanfemale"	"male"
1.4448306652	"meanfemale"	"male"
0.06207113	"meanfemale"	"male"
0.5691613428	"meanfemale"	"male"
-1.2921467298	"meanfemale"	"male"
0.0105955628	"meanfemale"	"male"
0.1907710604	"meanfemale"	"male"
0.4076897444	"meanfemale"	"male"
0.166619692	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.436512767	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2774372688	"meanfemale"	"male"
0.0682344282	"meanfemale"	"male"
-0.062995418	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.905666533	"meanfemale"	"male"
0.1160758706	"meanfemale"	"male"
-0.039238089	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2018408168	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-1.0229328558	"meanfemale"	"male"
1.5548900928	"meanfemale"	"male"
0.5345937194	"meanfemale"	"male"
-0.3818347934	"meanfemale"	"male"
-0.228413761	"meanfemale"	"male"
0.15495935	"meanfemale"	"male"
0.4350219608	"meanfemale"	"male"
0.4075979838	"meanfemale"	"male"
0.7216148714	"meanfemale"	"male"
-0.5430477812	"meanfemale"	"male"
0.0076915166	"meanfemale"	"male"
-1.1379500066	"meanfemale"	"male"
0.5784029614	"meanfemale"	"male"
-0.2902012538	"meanfemale"	"male"
1.0539217688	"meanfemale"	"male"
1.8982764836	"meanfemale"	"male"
1.777106927	"meanfemale"	"male"
-0.000914653000000021	"meanfemale"	"male"
0.9104171934	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1639246254	"meanfemale"	"male"
-0.00507462440000001	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1587361488	"meanfemale"	"male"
-0.5967831014	"meanfemale"	"male"
0.4078159552	"meanfemale"	"male"
0.0220616456	"meanfemale"	"male"
-0.2311425556	"meanfemale"	"male"
1.7982064112	"meanfemale"	"male"
0.9880146358	"meanfemale"	"male"
-0.9314488592	"meanfemale"	"male"
-1.142769008	"meanfemale"	"male"
-0.1122360872	"meanfemale"	"male"
0.4366475712	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.0137866602	"meanfemale"	"male"
0.0792278174	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4845669626	"meanfemale"	"male"
-1.3273668776	"meanfemale"	"male"
-0.2153602156	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.6507564752	"meanfemale"	"male"
NA	"meanfemale"	"male"
-1.0782038224	"meanfemale"	"male"
-0.481845289	"meanfemale"	"male"
0.326583719	"meanfemale"	"male"
0.3969255288	"meanfemale"	"male"
0.37213125	"meanfemale"	"male"
-0.7260616662	"meanfemale"	"male"
2.2222117416	"meanfemale"	"male"
0.870530252	"meanfemale"	"male"
0.3089702028	"meanfemale"	"male"
-0.1223520998	"meanfemale"	"male"
-0.5869036894	"meanfemale"	"male"
-0.8944472424	"meanfemale"	"male"
1.4643311938	"meanfemale"	"male"
0.2231613634	"meanfemale"	"male"
0.3572174866	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3186925464	"meanfemale"	"male"
-0.9354373374	"meanfemale"	"male"
-0.2082875698	"meanfemale"	"male"
-1.3782750302	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4998895706	"meanfemale"	"male"
1.031440073	"meanfemale"	"male"
-0.699694384	"meanfemale"	"male"
1.0141919026	"meanfemale"	"male"
-0.2285764296	"meanfemale"	"male"
-0.6187210404	"meanfemale"	"male"
0.3525018756	"meanfemale"	"male"
0.2015963576	"meanfemale"	"male"
-0.7441281628	"meanfemale"	"male"
-0.7113021916	"meanfemale"	"male"
0.5502606478	"meanfemale"	"male"
0.122799226	"meanfemale"	"male"
-0.5763023488	"meanfemale"	"male"
-0.4146420168	"meanfemale"	"male"
-0.8649264994	"meanfemale"	"male"
-0.385988075	"meanfemale"	"male"
0.4069839176	"meanfemale"	"male"
-0.3890041194	"meanfemale"	"male"
1.1702922224	"meanfemale"	"male"
1.4979660542	"meanfemale"	"male"
1.0246430426	"meanfemale"	"male"
0.7313347792	"meanfemale"	"male"
0.5202389074	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.371536469	"meanfemale"	"male"
1.629182187	"meanfemale"	"male"
-0.1666791764	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.6127900774	"meanfemale"	"male"
0.463345901	"meanfemale"	"male"
1.338479877	"meanfemale"	"male"
1.2881794344	"meanfemale"	"male"
1.0835211806	"meanfemale"	"male"
0.160799578	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.2766025462	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.0255827492	"meanfemale"	"male"
1.472782906	"meanfemale"	"male"
0.9182627256	"meanfemale"	"male"
-0.3205483218	"meanfemale"	"male"
0.2353747358	"meanfemale"	"male"
-0.00379268760000001	"meanfemale"	"male"
0.0937398526	"meanfemale"	"male"
1.7021767764	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1400144798	"meanfemale"	"male"
-0.051960126	"meanfemale"	"male"
-0.3398253888	"meanfemale"	"male"
2.2541156016	"meanfemale"	"male"
0.7086486994	"meanfemale"	"male"
-0.871396906	"meanfemale"	"male"
-0.247982525	"meanfemale"	"male"
0.3887104516	"meanfemale"	"male"
0.9239867972	"meanfemale"	"male"
0.223712377	"meanfemale"	"male"
2.6316740342	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2972699922	"meanfemale"	"male"
0.0234832476	"meanfemale"	"male"
0.2889730494	"meanfemale"	"male"
1.03606309	"meanfemale"	"male"
-0.546244191	"meanfemale"	"male"
0.6560183684	"meanfemale"	"male"
1.1061000874	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3382132508	"meanfemale"	"male"
-0.1461581984	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4692952914	"meanfemale"	"male"
-0.3076490678	"meanfemale"	"male"
0.4855416594	"meanfemale"	"male"
-0.3453706772	"meanfemale"	"male"
0.937257926	"meanfemale"	"male"
-0.1728044268	"meanfemale"	"male"
-0.1638450498	"meanfemale"	"male"
-0.2936115562	"meanfemale"	"male"
0.3298371216	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.4858960232	"meanfemale"	"male"
1.5409888276	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1940935614	"meanfemale"	"male"
1.2554369834	"meanfemale"	"male"
-0.434857431	"meanfemale"	"male"
0.137103022	"meanfemale"	"male"
-0.1943033766	"meanfemale"	"male"
1.3419600856	"meanfemale"	"male"
0.5858501086	"meanfemale"	"male"
-0.2421320642	"meanfemale"	"male"
0.669766794	"meanfemale"	"male"
0.8252887658	"meanfemale"	"male"
0.386434316	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1885552214	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3026193878	"meanfemale"	"male"
0.0036781	"meanfemale"	"male"
NA	"meanfemale"	"male"
-1.0214650108	"meanfemale"	"male"
-0.0849105554	"meanfemale"	"male"
0.2100704522	"meanfemale"	"male"
-0.3195438302	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4758524592	"meanfemale"	"male"
0.0525160828	"meanfemale"	"male"
-0.2484159562	"meanfemale"	"male"
0.9850185694	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.3757763568	"meanfemale"	"male"
0.5470653766	"meanfemale"	"male"
0.0646455538	"meanfemale"	"male"
-0.0493522358	"meanfemale"	"male"
-0.4420467786	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.4685653822	"meanfemale"	"male"
0.003612228	"meanfemale"	"male"
0.1977759108	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.8888016042	"meanfemale"	"male"
0.2820932854	"meanfemale"	"male"
0.7984222434	"meanfemale"	"male"
0.4007886544	"meanfemale"	"male"
-1.1129109642	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.6615383362	"meanfemale"	"male"
0.1442559096	"meanfemale"	"male"
-0.659933416	"meanfemale"	"male"
0.5202544112	"meanfemale"	"male"
1.9010758046	"meanfemale"	"male"
1.1734467938	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3808574266	"meanfemale"	"male"
0.5463838926	"meanfemale"	"male"
-0.4107151558	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.8602435368	"meanfemale"	"male"
0.065033556	"meanfemale"	"male"
-0.5935635354	"meanfemale"	"male"
0.980118958	"meanfemale"	"male"
0.0149034462	"meanfemale"	"male"
0.1982426582	"meanfemale"	"male"
0.1589799376	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.3636905898	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.5597588936	"meanfemale"	"male"
-0.1881044088	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2696388908	"meanfemale"	"male"
0.031350286	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.713960677	"meanfemale"	"male"
0.7478249814	"meanfemale"	"male"
0.7216150332	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2059396746	"meanfemale"	"male"
-0.0535111686	"meanfemale"	"male"
-0.3977040616	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.8877575188	"meanfemale"	"male"
0.1812581032	"meanfemale"	"male"
0.3730868142	"meanfemale"	"male"
1.1789640638	"meanfemale"	"male"
0.9688460496	"meanfemale"	"male"
0.8560983534	"meanfemale"	"male"
-0.6140321146	"meanfemale"	"male"
0.3166125308	"meanfemale"	"male"
0.7360908502	"meanfemale"	"male"
-0.7601097564	"meanfemale"	"male"
-0.2046753978	"meanfemale"	"male"
0.0486277136	"meanfemale"	"male"
1.4539855776	"meanfemale"	"male"
0.2382056666	"meanfemale"	"male"
0.653509357	"meanfemale"	"male"
0.7493186682	"meanfemale"	"male"
0.4836304588	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.552339488	"meanfemale"	"male"
0.52960613	"meanfemale"	"male"
-1.0808470726	"meanfemale"	"male"
-0.3347523762	"meanfemale"	"male"
-0.7953654794	"meanfemale"	"male"
0.3618242772	"meanfemale"	"male"
0.2575140904	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.6923497268	"meanfemale"	"male"
-0.2453630756	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.8712613502	"meanfemale"	"male"
-0.3410548166	"meanfemale"	"male"
1.1323592338	"meanfemale"	"male"
2.8807823006	"meanfemale"	"male"
-0.1760007282	"meanfemale"	"male"
0.3926955812	"meanfemale"	"male"
0.0263073342	"meanfemale"	"male"
-0.6106394786	"meanfemale"	"male"
-0.6817921684	"meanfemale"	"male"
-0.1525584404	"meanfemale"	"male"
0.971792471	"meanfemale"	"male"
0.7631316144	"meanfemale"	"male"
0.0716417516	"meanfemale"	"male"
0.1315830716	"meanfemale"	"male"
-0.3389621684	"meanfemale"	"male"
0.5795145876	"meanfemale"	"male"
0.4884822812	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.3432128888	"meanfemale"	"male"
0.9576452966	"meanfemale"	"male"
-0.0704364714	"meanfemale"	"male"
1.4645506244	"meanfemale"	"male"
-0.924529511	"meanfemale"	"male"
0.3813899652	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1777932302	"meanfemale"	"male"
0.2085930336	"meanfemale"	"male"
0.7040563498	"meanfemale"	"male"
-0.0924193814	"meanfemale"	"male"
0.9668346708	"meanfemale"	"male"
1.181431563	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2569061034	"meanfemale"	"male"
-0.1502877018	"meanfemale"	"male"
0.4343251148	"meanfemale"	"male"
0.0752435116	"meanfemale"	"male"
0.545749817	"meanfemale"	"male"
0.0059187532	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.5944308898	"meanfemale"	"male"
0.3978662262	"meanfemale"	"male"
1.0149645412	"meanfemale"	"male"
0.1120168796	"meanfemale"	"male"
0.1538342656	"meanfemale"	"male"
1.8775017824	"meanfemale"	"male"
1.132614293	"meanfemale"	"male"
-0.2783209246	"meanfemale"	"male"
0.3202069192	"meanfemale"	"male"
-0.5685797588	"meanfemale"	"male"
0.438237223	"meanfemale"	"male"
-0.0483510606	"meanfemale"	"male"
-0.6014700448	"meanfemale"	"male"
1.9588504894	"meanfemale"	"male"
0.876735653	"meanfemale"	"male"
1.3811664672	"meanfemale"	"male"
0.5652304748	"meanfemale"	"male"
2.6306088816	"meanfemale"	"male"
-0.1601283928	"meanfemale"	"male"
-0.7688397002	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1841731972	"meanfemale"	"male"
-0.2463637732	"meanfemale"	"male"
-0.0121997206	"meanfemale"	"male"
0.4361440564	"meanfemale"	"male"
-0.332220085	"meanfemale"	"male"
-0.5808052224	"meanfemale"	"male"
1.2720706654	"meanfemale"	"male"
-0.6122883358	"meanfemale"	"male"
-0.6112482334	"meanfemale"	"male"
-0.5818129918	"meanfemale"	"male"
0.4538860748	"meanfemale"	"male"
-0.579220301	"meanfemale"	"male"
0.5497960682	"meanfemale"	"male"
1.1692284726	"meanfemale"	"male"
2.466147999	"meanfemale"	"male"
-0.8083208168	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.147816487	"meanfemale"	"male"
-0.109304959	"meanfemale"	"male"
1.2113158508	"meanfemale"	"male"
0.3051041506	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.3453221534	"meanfemale"	"male"
-0.234580306	"meanfemale"	"male"
1.0527751408	"meanfemale"	"male"
-0.284887844	"meanfemale"	"male"
0.6215335518	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.294437863	"meanfemale"	"male"
0.2242785998	"meanfemale"	"male"
0.1152980084	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2504643606	"meanfemale"	"male"
-0.1389930818	"meanfemale"	"male"
-0.02475511	"meanfemale"	"male"
0.1823915176	"meanfemale"	"male"
0.6379132926	"meanfemale"	"male"
-0.4362319004	"meanfemale"	"male"
-0.086217082	"meanfemale"	"male"
NA	"meanfemale"	"male"
-1.0803914102	"meanfemale"	"male"
-0.4891471956	"meanfemale"	"male"
0.2955843926	"meanfemale"	"male"
-0.9092863634	"meanfemale"	"male"
-0.4473292034	"meanfemale"	"male"
0.6616205888	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.282188535	"meanfemale"	"male"
0.2840302734	"meanfemale"	"male"
0.309808527	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.063298671	"meanfemale"	"male"
1.7250677382	"meanfemale"	"male"
-0.5292761986	"meanfemale"	"male"
-0.478182561	"meanfemale"	"male"
0.3967634112	"meanfemale"	"male"
-0.2101016574	"meanfemale"	"male"
-0.8756334938	"meanfemale"	"male"
2.7302988442	"meanfemale"	"male"
-0.6843074854	"meanfemale"	"male"
0.58626331	"meanfemale"	"male"
-0.3189533596	"meanfemale"	"male"
0.8299074392	"meanfemale"	"male"
-0.5395947956	"meanfemale"	"male"
-0.649569014	"meanfemale"	"male"
0.0166092436	"meanfemale"	"male"
-0.8144047156	"meanfemale"	"male"
0.323091496	"meanfemale"	"male"
-0.103719403	"meanfemale"	"male"
0.094070626	"meanfemale"	"male"
0.4713544406	"meanfemale"	"male"
0.4017880548	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.183866305	"meanfemale"	"male"
0.6976169998	"meanfemale"	"male"
0.226511177	"meanfemale"	"male"
-0.6820092346	"meanfemale"	"male"
0.6804746786	"meanfemale"	"male"
-0.2536700446	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.6204727404	"meanfemale"	"male"
-0.3376939496	"meanfemale"	"male"
0.087739125	"meanfemale"	"male"
0.5635841794	"meanfemale"	"male"
-0.6238227022	"meanfemale"	"male"
0.671450492	"meanfemale"	"male"
1.9878978192	"meanfemale"	"male"
0.5242041098	"meanfemale"	"male"
0.4188034038	"meanfemale"	"male"
0.2527340176	"meanfemale"	"male"
0.6488676924	"meanfemale"	"male"
0.1182729068	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.6018594256	"meanfemale"	"male"
-0.2111269742	"meanfemale"	"male"
-0.9217468616	"meanfemale"	"male"
-0.0740992644	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.7204196164	"meanfemale"	"male"
-0.8141527146	"meanfemale"	"male"
2.5657449582	"meanfemale"	"male"
-0.1140842824	"meanfemale"	"male"
0.1035311868	"meanfemale"	"male"
1.6078590006	"meanfemale"	"male"
-0.4596368272	"meanfemale"	"male"
-0.4064247398	"meanfemale"	"male"
-0.0449241436	"meanfemale"	"male"
-0.0009421452	"meanfemale"	"male"
-0.6182327912	"meanfemale"	"male"
-0.9193899186	"meanfemale"	"male"
-1.0889813266	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1646780772	"meanfemale"	"male"
-0.0895036738	"meanfemale"	"male"
0.6602464928	"meanfemale"	"male"
0.321476813	"meanfemale"	"male"
0.5773196208	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.19052066	"meanfemale"	"male"
-0.547111326	"meanfemale"	"male"
0.5449709094	"meanfemale"	"male"
-0.126523467	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.9554335664	"meanfemale"	"male"
0.4074753342	"meanfemale"	"male"
0.3473318342	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.7979224966	"meanfemale"	"male"
-0.5758585074	"meanfemale"	"male"
0.2798756152	"meanfemale"	"male"
-0.7048734408	"meanfemale"	"male"
0.2439028016	"meanfemale"	"male"
2.0402180456	"meanfemale"	"male"
1.4041000642	"meanfemale"	"male"
0.1306405464	"meanfemale"	"male"
-0.6583440458	"meanfemale"	"male"
0.0568786132	"meanfemale"	"male"
1.3347593092	"meanfemale"	"male"
0.1687822392	"meanfemale"	"male"
1.2465608368	"meanfemale"	"male"
1.292837037	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1792884944	"meanfemale"	"male"
1.911517592	"meanfemale"	"male"
1.317195339	"meanfemale"	"male"
0.3451712258	"meanfemale"	"male"
0.4046668922	"meanfemale"	"male"
0.1673311704	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.0726015726	"meanfemale"	"male"
0.4392522076	"meanfemale"	"male"
0.69849838	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.0604271786	"meanfemale"	"male"
0.8116855594	"meanfemale"	"male"
-0.320782105	"meanfemale"	"male"
0.0343965814	"meanfemale"	"male"
1.4377505876	"meanfemale"	"male"
-0.229532551	"meanfemale"	"male"
0.0987629348	"meanfemale"	"male"
0.2431990238	"meanfemale"	"male"
0.0329940278	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.095508149	"meanfemale"	"male"
-0.5266212836	"meanfemale"	"male"
-0.4137342094	"meanfemale"	"male"
0.380576725	"meanfemale"	"male"
-0.0492038222	"meanfemale"	"male"
-0.9399161236	"meanfemale"	"male"
-0.5974806332	"meanfemale"	"male"
-0.542721258	"meanfemale"	"male"
-0.3397419394	"meanfemale"	"male"
-0.4527400798	"meanfemale"	"male"
0.1730969728	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.2179451304	"meanfemale"	"male"
-0.237127181	"meanfemale"	"male"
0.5503572944	"meanfemale"	"male"
1.616937468	"meanfemale"	"male"
-0.0747196582	"meanfemale"	"male"
-0.011369933	"meanfemale"	"male"
0.1679076624	"meanfemale"	"male"
0.6889023932	"meanfemale"	"male"
0.2139160546	"meanfemale"	"male"
0.32045291	"meanfemale"	"male"
1.7019108304	"meanfemale"	"male"
-0.4343035624	"meanfemale"	"male"
0.0263328314	"meanfemale"	"male"
-0.9532371356	"meanfemale"	"male"
0.2532336428	"meanfemale"	"male"
0.5679672744	"meanfemale"	"male"
-0.0608827878	"meanfemale"	"male"
0.1053259218	"meanfemale"	"male"
0.8811024494	"meanfemale"	"male"
-0.4823478178	"meanfemale"	"male"
2.8804466728	"meanfemale"	"male"
-0.135317975	"meanfemale"	"male"
0.3695622518	"meanfemale"	"male"
0.8842345418	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.5587916226	"meanfemale"	"male"
-0.2438061574	"meanfemale"	"male"
-0.517798448	"meanfemale"	"male"
-0.6357651702	"meanfemale"	"male"
-1.0986188976	"meanfemale"	"male"
-0.9384150768	"meanfemale"	"male"
0.8087507276	"meanfemale"	"male"
-0.9939038206	"meanfemale"	"male"
-0.1834494308	"meanfemale"	"male"
-0.5054816416	"meanfemale"	"male"
1.0333427628	"meanfemale"	"male"
0.444780157	"meanfemale"	"male"
0.1350478184	"meanfemale"	"male"
-0.7488390748	"meanfemale"	"male"
0.4690781494	"meanfemale"	"male"
0.22148103	"meanfemale"	"male"
1.1960184176	"meanfemale"	"male"
0.8166597016	"meanfemale"	"male"
-0.2118278454	"meanfemale"	"male"
-0.3377368376	"meanfemale"	"male"
-0.0931498404	"meanfemale"	"male"
-0.0789933414	"meanfemale"	"male"
0.2826799424	"meanfemale"	"male"
0.487608081	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.9252174938	"meanfemale"	"male"
-0.306520741	"meanfemale"	"male"
0.2342434772	"meanfemale"	"male"
0.2471483374	"meanfemale"	"male"
-0.6251065884	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1370939644	"meanfemale"	"male"
-0.463996977	"meanfemale"	"male"
-0.7248387022	"meanfemale"	"male"
0.7480974632	"meanfemale"	"male"
-1.0637211398	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.1397147186	"meanfemale"	"male"
-0.2034250348	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.2359090306	"meanfemale"	"male"
-0.2425591846	"meanfemale"	"male"
-0.4992996464	"meanfemale"	"male"
-0.2451634194	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.7656943336	"meanfemale"	"male"
1.5117297226	"meanfemale"	"male"
0.0601411614	"meanfemale"	"male"
-0.5710815562	"meanfemale"	"male"
-0.3785753614	"meanfemale"	"male"
0.1055571206	"meanfemale"	"male"
1.5656022746	"meanfemale"	"male"
-0.0818987066	"meanfemale"	"male"
0.5020091198	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.6125450674	"meanfemale"	"male"
-0.3879068472	"meanfemale"	"male"
-0.0148564	"meanfemale"	"male"
0.084522763	"meanfemale"	"male"
-0.0208787372	"meanfemale"	"male"
1.3113887656	"meanfemale"	"male"
-0.3818377626	"meanfemale"	"male"
-0.3605295474	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.187663042	"meanfemale"	"male"
-0.4563095108	"meanfemale"	"male"
-0.00475972320000001	"meanfemale"	"male"
-0.2416745954	"meanfemale"	"male"
0.2163311902	"meanfemale"	"male"
-0.6367078348	"meanfemale"	"male"
0.3716039326	"meanfemale"	"male"
0.0585781468	"meanfemale"	"male"
0.7302250042	"meanfemale"	"male"
0.1794536526	"meanfemale"	"male"
-0.2508110552	"meanfemale"	"male"
0.1728507892	"meanfemale"	"male"
0.1591862872	"meanfemale"	"male"
0.1571050212	"meanfemale"	"male"
1.2186122134	"meanfemale"	"male"
1.328139688	"meanfemale"	"male"
-0.0303705152	"meanfemale"	"male"
-0.0289375104	"meanfemale"	"male"
-0.6456532538	"meanfemale"	"male"
-0.8635553074	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.4158375624	"meanfemale"	"male"
NA	"meanfemale"	"male"
NA	"meanfemale"	"male"
1.046958078	"meanfemale"	"male"
0.6698990112	"meanfemale"	"male"
0.2312942294	"meanfemale"	"male"
-0.1472726492	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.418463121	"meanfemale"	"male"
NA	"meanfemale"	"male"
-0.454959998	"meanfemale"	"male"
-0.397562826	"meanfemale"	"male"
-0.6506347664	"meanfemale"	"male"
-0.0067959622	"meanfemale"	"male"
0.236105259	"meanfemale"	"male"
1.5404965192	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.1637890966	"meanfemale"	"male"
-0.9751318584	"meanfemale"	"male"
0.639953266	"meanfemale"	"male"
0.3502461224	"meanfemale"	"male"
0.1247616654	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.0583822252	"meanfemale"	"male"
-0.0525430908	"meanfemale"	"male"
NA	"meanfemale"	"male"
0.7910121222	"meanfemale"	"male"
-0.5887519318	"meanfemale"	"male"
-0.8598496618	"meanfemale"	"male"
-0.1230785576	"meanfemale"	"male"
