LogCPM	sex	bias
2.291905087	meanmale	unbias
2.920363902	meanmale	unbias
6.342404982	meanmale	unbias
2.422051231	meanmale	unbias
0.558626005	meanmale	unbias
4.986031174	meanmale	unbias
2.49269133	meanmale	unbias
3.194130167	meanmale	unbias
4.149657574	meanmale	unbias
5.60765411	meanmale	unbias
1.753531628	meanmale	unbias
3.480581757	meanmale	unbias
6.290154264	meanmale	unbias
3.583550223	meanmale	unbias
5.804830028	meanmale	unbias
1.434464902	meanmale	unbias
0.857153049	meanmale	unbias
0.710512855	meanmale	unbias
2.500195427	meanmale	unbias
4.765468864	meanmale	unbias
5.712836166	meanmale	unbias
4.685020769	meanmale	unbias
3.08931587	meanmale	unbias
2.221416618	meanmale	unbias
2.124705944	meanmale	unbias
3.131860413	meanmale	unbias
3.773901814	meanmale	unbias
1.621094781	meanmale	unbias
4.616265274	meanmale	unbias
6.362407512	meanmale	unbias
5.693730435	meanmale	unbias
7.575772066	meanmale	unbias
0.759720808	meanmale	unbias
2.339322571	meanmale	unbias
0.172587877	meanmale	unbias
1.339865471	meanmale	unbias
1.469415802	meanmale	unbias
5.923577539	meanmale	unbias
3.521317377	meanmale	unbias
4.712371993	meanmale	unbias
5.280801777	meanmale	unbias
2.217228014	meanmale	unbias
2.849125852	meanmale	unbias
4.084386549	meanmale	unbias
2.636361208	meanmale	unbias
1.647361586	meanmale	unbias
1.352754767	meanmale	unbias
5.996354652	meanmale	unbias
6.82788887	meanmale	unbias
4.911321444	meanmale	unbias
1.896288411	meanmale	unbias
3.761553416	meanmale	unbias
3.619019278	meanmale	unbias
0.145524482	meanmale	unbias
5.717799328	meanmale	unbias
1.712036196	meanmale	unbias
4.658245264	meanmale	unbias
3.261831279	meanmale	unbias
2.102001545	meanmale	unbias
1.893592001	meanmale	unbias
1.546264391	meanmale	unbias
1.870276294	meanmale	unbias
7.58248656	meanmale	unbias
3.530240938	meanmale	unbias
3.710511207	meanmale	unbias
6.052688757	meanmale	unbias
4.938477089	meanmale	unbias
2.316182337	meanmale	unbias
1.837122472	meanmale	unbias
2.018551631	meanmale	unbias
5.446671117	meanmale	unbias
2.364271878	meanmale	unbias
6.881929787	meanmale	unbias
5.786170669	meanmale	unbias
2.695644836	meanmale	unbias
2.430608596	meanmale	unbias
2.811432785	meanmale	unbias
1.288168975	meanmale	unbias
1.696549367	meanmale	unbias
4.457453087	meanmale	unbias
0.486842372	meanmale	unbias
2.807367354	meanmale	unbias
5.646212907	meanmale	unbias
2.070472202	meanmale	unbias
3.829885484	meanmale	unbias
2.160777081	meanmale	unbias
5.752032114	meanmale	unbias
1.792874793	meanmale	unbias
4.392716101	meanmale	unbias
3.604513778	meanmale	unbias
1.205032975	meanmale	unbias
3.261454291	meanmale	unbias
2.338594607	meanmale	unbias
2.319433175	meanmale	unbias
3.075417285	meanmale	unbias
1.32039377	meanmale	unbias
1.183358645	meanmale	unbias
2.489393941	meanmale	unbias
4.495742622	meanmale	unbias
2.854883633	meanmale	unbias
7.163478341	meanmale	unbias
1.459268767	meanmale	unbias
2.879085127	meanmale	unbias
4.027644236	meanmale	unbias
0.435925084	meanmale	unbias
4.700627177	meanmale	unbias
1.496243567	meanmale	unbias
3.600923073	meanmale	unbias
1.641214778	meanmale	unbias
1.355676179	meanmale	unbias
2.770056392	meanmale	unbias
0.785424563	meanmale	unbias
2.457345785	meanmale	unbias
1.701150782	meanmale	unbias
1.781751778	meanmale	unbias
5.188821632	meanmale	unbias
6.952894767	meanmale	unbias
0.678026132	meanmale	unbias
12.75771965	meanmale	unbias
1.741038629	meanmale	unbias
0.133837159	meanmale	unbias
6.066197182	meanmale	unbias
4.368167382	meanmale	unbias
3.875237449	meanmale	unbias
2.731701202	meanmale	unbias
3.296917385	meanmale	unbias
4.068540276	meanmale	unbias
0.136864779	meanmale	unbias
0.33658795	meanmale	unbias
7.577490834	meanmale	unbias
7.894321432	meanmale	unbias
3.77579766	meanmale	unbias
1.966982925	meanmale	unbias
6.313761221	meanmale	unbias
1.845198771	meanmale	unbias
5.618942017	meanmale	unbias
3.76493329	meanmale	unbias
0.712821515	meanmale	unbias
-0.084445167	meanmale	unbias
4.59397177	meanmale	unbias
5.0858393	meanmale	unbias
3.796612231	meanmale	unbias
1.544945831	meanmale	unbias
0.703912051	meanmale	unbias
4.918536348	meanmale	unbias
3.194118228	meanmale	unbias
4.656798308	meanmale	unbias
4.236419479	meanmale	unbias
1.523901146	meanmale	unbias
4.986321516	meanmale	unbias
2.987657509	meanmale	unbias
3.144001897	meanmale	unbias
3.671235024	meanmale	unbias
5.520716105	meanmale	unbias
4.770288022	meanmale	unbias
2.032599331	meanmale	unbias
1.806920463	meanmale	unbias
4.246415702	meanmale	unbias
1.315108572	meanmale	unbias
0.766722644	meanmale	unbias
0.58529461	meanmale	unbias
1.546172017	meanmale	unbias
-0.639614729	meanmale	unbias
3.632437188	meanmale	unbias
2.376889332	meanmale	unbias
2.722053267	meanmale	unbias
5.878710712	meanmale	unbias
3.69401068	meanmale	unbias
2.08896057	meanmale	unbias
3.190865706	meanmale	unbias
5.751199749	meanmale	unbias
3.95109563	meanmale	unbias
-0.128704461	meanmale	unbias
2.457841875	meanmale	unbias
1.635982859	meanmale	unbias
2.176466047	meanmale	unbias
-0.215429286	meanmale	unbias
4.665973037	meanmale	unbias
2.986323767	meanmale	unbias
3.692622245	meanmale	unbias
5.692414501	meanmale	unbias
4.430160149	meanmale	unbias
2.902726975	meanmale	unbias
3.37613019	meanmale	unbias
3.86741876	meanmale	unbias
4.211867512	meanmale	unbias
6.458537548	meanmale	unbias
0.725058046	meanmale	unbias
0.383853615	meanmale	unbias
1.530164986	meanmale	unbias
3.332299343	meanmale	unbias
4.064724746	meanmale	unbias
2.576565906	meanmale	unbias
0.367784941	meanmale	unbias
4.50244765	meanmale	unbias
3.917859511	meanmale	unbias
0.253290586	meanmale	unbias
4.105321315	meanmale	unbias
2.359128373	meanmale	unbias
1.591842945	meanmale	unbias
2.145149605	meanmale	unbias
3.481138823	meanmale	unbias
2.170950697	meanmale	unbias
3.266429766	meanmale	unbias
1.589289508	meanmale	unbias
2.351970984	meanmale	unbias
4.152227904	meanmale	unbias
2.049258265	meanmale	unbias
2.707518466	meanmale	unbias
4.489012456	meanmale	unbias
6.657471325	meanmale	unbias
4.548898759	meanmale	unbias
1.174194365	meanmale	unbias
0.55356983	meanmale	unbias
1.876698368	meanmale	unbias
0.262257354	meanmale	unbias
2.682530825	meanmale	unbias
2.169626812	meanmale	unbias
2.201694271	meanmale	unbias
1.702302499	meanmale	unbias
2.109306731	meanmale	unbias
0.874039106	meanmale	unbias
3.286018958	meanmale	unbias
2.949265386	meanmale	unbias
5.082869203	meanmale	unbias
2.52231285	meanmale	unbias
7.089500121	meanmale	unbias
3.976007797	meanmale	unbias
-0.25358578	meanmale	unbias
0.385620342	meanmale	unbias
2.197741825	meanmale	unbias
1.792994218	meanmale	unbias
1.62395169	meanmale	unbias
3.246204475	meanmale	unbias
2.004220591	meanmale	unbias
0.30747878	meanmale	unbias
0.798166007	meanmale	unbias
6.685735672	meanmale	unbias
0.557628762	meanmale	unbias
1.20338541	meanmale	unbias
1.594611982	meanmale	unbias
2.21027656	meanmale	unbias
1.300324158	meanmale	unbias
2.042729822	meanmale	unbias
1.103040695	meanmale	unbias
1.175664975	meanmale	unbias
3.400142185	meanmale	unbias
0.679073329	meanmale	unbias
0.215884665	meanmale	unbias
4.267970238	meanmale	unbias
4.504170367	meanmale	unbias
2.576659891	meanmale	unbias
9.383591809	meanmale	unbias
4.323471579	meanmale	unbias
7.546885363	meanmale	unbias
9.577061324	meanmale	unbias
0.458320752	meanmale	unbias
3.224729609	meanmale	unbias
1.471331236	meanmale	unbias
3.516775105	meanmale	unbias
5.379029881	meanmale	unbias
4.278276646	meanmale	unbias
3.358146063	meanmale	unbias
2.597212277	meanmale	unbias
4.484551719	meanmale	unbias
2.319793289	meanmale	unbias
5.809297902	meanmale	unbias
0.327246107	meanmale	unbias
1.225450889	meanmale	unbias
0.886593872	meanmale	unbias
0.396931446	meanmale	unbias
4.647050002	meanmale	unbias
3.708072795	meanmale	unbias
2.280988194	meanmale	unbias
2.774939	meanmale	unbias
3.981835494	meanmale	unbias
4.430828024	meanmale	unbias
-0.08593932	meanmale	unbias
2.143210065	meanmale	unbias
2.042186264	meanmale	unbias
0.057543251	meanmale	unbias
3.994296657	meanmale	unbias
2.3630583	meanmale	unbias
1.777482865	meanmale	unbias
7.99166728	meanmale	unbias
1.612472474	meanmale	unbias
4.23575841	meanmale	unbias
0.929996403	meanmale	unbias
5.643004781	meanmale	unbias
1.571126006	meanmale	unbias
5.979449264	meanmale	unbias
5.606230337	meanmale	unbias
8.052330358	meanmale	unbias
0.242908269	meanmale	unbias
4.323640681	meanmale	unbias
0.774636447	meanmale	unbias
0.387730401	meanmale	unbias
3.417419481	meanmale	unbias
5.369140928	meanmale	unbias
0.360370603	meanmale	unbias
6.231618801	meanmale	unbias
3.18990474	meanmale	unbias
3.416294437	meanmale	unbias
1.915270835	meanmale	unbias
3.177712068	meanmale	unbias
0.789885176	meanmale	unbias
3.697606787	meanmale	unbias
4.495535359	meanmale	unbias
3.957802185	meanmale	unbias
0.624688075	meanmale	unbias
2.987583353	meanmale	unbias
3.429857158	meanmale	unbias
0.922569297	meanmale	unbias
2.182147192	meanmale	unbias
2.698643342	meanmale	unbias
0.814369574	meanmale	unbias
2.709498405	meanmale	unbias
3.267373608	meanmale	unbias
3.639797624	meanmale	unbias
3.17658842	meanmale	unbias
4.464967045	meanmale	unbias
3.295274463	meanmale	unbias
3.410898313	meanmale	unbias
1.031011653	meanmale	unbias
4.396675513	meanmale	unbias
0.750682387	meanmale	unbias
2.21199434	meanmale	unbias
3.651425834	meanmale	unbias
8.606081155	meanmale	unbias
1.690646329	meanmale	unbias
2.280534766	meanmale	unbias
2.832098204	meanmale	unbias
0.130920458	meanmale	unbias
5.013866879	meanmale	unbias
3.658482844	meanmale	unbias
2.411825123	meanmale	unbias
3.139650278	meanmale	unbias
1.870444382	meanmale	unbias
3.861651482	meanmale	unbias
2.685024491	meanmale	unbias
2.824935328	meanmale	unbias
0.140536131	meanmale	unbias
3.721712338	meanmale	unbias
7.899594108	meanmale	unbias
2.838976578	meanmale	unbias
1.553034236	meanmale	unbias
3.356176688	meanmale	unbias
2.791360232	meanmale	unbias
1.500812558	meanmale	unbias
2.277808513	meanmale	unbias
2.937804466	meanmale	unbias
2.389825265	meanmale	unbias
0.95570356	meanmale	unbias
3.420640171	meanmale	unbias
6.661585096	meanmale	unbias
4.007892735	meanmale	unbias
0.139786572	meanmale	unbias
2.309310383	meanmale	unbias
1.76463653	meanmale	unbias
1.247953763	meanmale	unbias
0.092890019	meanmale	unbias
1.840888478	meanmale	unbias
1.975338048	meanmale	unbias
4.295332603	meanmale	unbias
5.460705541	meanmale	unbias
1.146584979	meanmale	unbias
3.683170279	meanmale	unbias
1.668786854	meanmale	unbias
5.603466624	meanmale	unbias
2.150312308	meanmale	unbias
3.151465475	meanmale	unbias
6.163763545	meanmale	unbias
6.475255635	meanmale	unbias
4.590274931	meanmale	unbias
5.314406325	meanmale	unbias
1.692997686	meanmale	unbias
2.98486292	meanmale	unbias
2.153128438	meanmale	unbias
5.2859186	meanmale	unbias
4.773141401	meanmale	unbias
2.083335818	meanmale	unbias
2.445074271	meanmale	unbias
3.600602452	meanmale	unbias
3.613556297	meanmale	unbias
7.460859101	meanmale	unbias
3.095672184	meanmale	unbias
2.013697832	meanmale	unbias
2.8089481	meanmale	unbias
0.557199885	meanmale	unbias
1.218333995	meanmale	unbias
5.827836963	meanmale	unbias
6.285288495	meanmale	unbias
4.516022133	meanmale	unbias
2.548358538	meanmale	unbias
1.328939433	meanmale	unbias
0.145835299	meanmale	unbias
-0.298742157	meanmale	unbias
0.702288202	meanmale	unbias
1.248197983	meanmale	unbias
-0.133269287	meanmale	unbias
0.522842993	meanmale	unbias
1.234043523	meanmale	unbias
1.260241495	meanmale	unbias
1.569344307	meanmale	unbias
0.156041727	meanmale	unbias
2.052473031	meanmale	unbias
1.132032433	meanmale	unbias
1.348516683	meanmale	unbias
2.666360213	meanmale	unbias
3.061312918	meanmale	unbias
5.863361967	meanmale	unbias
3.168401286	meanmale	unbias
3.828366182	meanmale	unbias
1.048225456	meanmale	unbias
3.586561816	meanmale	unbias
3.9294994	meanmale	unbias
0.806913867	meanmale	unbias
5.050578966	meanmale	unbias
0.836381539	meanmale	unbias
1.512295808	meanmale	unbias
6.582242347	meanmale	unbias
2.088505001	meanmale	unbias
2.048184708	meanmale	unbias
3.437129927	meanmale	unbias
0.460938281	meanmale	unbias
4.939770419	meanmale	unbias
3.603495782	meanmale	unbias
1.825542285	meanmale	unbias
3.218295719	meanmale	unbias
3.411857493	meanmale	unbias
5.69613493	meanmale	unbias
5.800980569	meanmale	unbias
4.722087586	meanmale	unbias
2.804565082	meanmale	unbias
1.92729022	meanmale	unbias
4.860012797	meanmale	unbias
3.504397371	meanmale	unbias
0.819001087	meanmale	unbias
2.071804888	meanmale	unbias
1.10172461	meanmale	unbias
2.21908328	meanmale	unbias
3.472851359	meanmale	unbias
3.044604828	meanmale	unbias
5.375430659	meanmale	unbias
2.733928016	meanmale	unbias
2.066339323	meanmale	unbias
1.031448714	meanmale	unbias
2.079729028	meanmale	unbias
3.780534903	meanmale	unbias
2.189280718	meanmale	unbias
6.62823493	meanmale	unbias
2.336752086	meanmale	unbias
1.320751358	meanmale	unbias
2.573010401	meanmale	unbias
5.89791471	meanmale	unbias
0.861845062	meanmale	unbias
4.56963595	meanmale	unbias
0.671994755	meanmale	unbias
2.620348472	meanmale	unbias
3.129586397	meanmale	unbias
4.386163699	meanmale	unbias
1.719492032	meanmale	unbias
6.167303054	meanmale	unbias
2.939089036	meanmale	unbias
4.258448219	meanmale	unbias
3.663626119	meanmale	unbias
5.068450103	meanmale	unbias
8.187286592	meanmale	unbias
2.773578898	meanmale	unbias
1.558912727	meanmale	unbias
2.30077282	meanmale	unbias
4.992372953	meanmale	unbias
1.244390766	meanmale	unbias
5.944407128	meanmale	unbias
2.568469104	meanmale	unbias
3.730237195	meanmale	unbias
0.199486992	meanmale	unbias
1.349341675	meanmale	unbias
9.883446622	meanmale	unbias
2.203441661	meanmale	unbias
1.310467902	meanmale	unbias
0.833662431	meanmale	unbias
6.825353392	meanmale	unbias
2.712706248	meanmale	unbias
5.751328806	meanmale	unbias
2.520481851	meanmale	unbias
2.716458178	meanmale	unbias
4.687238005	meanmale	unbias
1.215271031	meanmale	unbias
4.578930859	meanmale	unbias
0.376370506	meanmale	unbias
5.636871818	meanmale	unbias
4.030462638	meanmale	unbias
0.579521452	meanmale	unbias
1.513084856	meanmale	unbias
0.578446211	meanmale	unbias
5.376825215	meanmale	unbias
5.53323503	meanmale	unbias
0.564817146	meanmale	unbias
7.563507084	meanmale	unbias
1.376779974	meanmale	unbias
1.074040257	meanmale	unbias
1.832763179	meanmale	unbias
4.367234075	meanmale	unbias
1.059472819	meanmale	unbias
5.548148628	meanmale	unbias
3.009816288	meanmale	unbias
5.775090537	meanmale	unbias
4.35910978	meanmale	unbias
5.348564916	meanmale	unbias
4.910285242	meanmale	unbias
2.898142807	meanmale	unbias
6.665040723	meanmale	unbias
3.898784764	meanmale	unbias
1.74139629	meanmale	unbias
2.505389077	meanmale	unbias
2.634776138	meanmale	unbias
4.234270412	meanmale	unbias
2.765965979	meanmale	unbias
2.516645764	meanmale	unbias
8.892179595	meanmale	unbias
5.384522822	meanmale	unbias
3.40979583	meanmale	unbias
2.031702617	meanmale	unbias
2.442102947	meanmale	unbias
2.552363354	meanmale	unbias
6.045682513	meanmale	unbias
0.789728878	meanmale	unbias
7.294659912	meanmale	unbias
3.985185437	meanmale	unbias
3.014532649	meanmale	unbias
0.532047563	meanmale	unbias
4.994927394	meanmale	unbias
3.065825075	meanmale	unbias
4.395528411	meanmale	unbias
0.785873482	meanmale	unbias
6.200719898	meanmale	unbias
4.115862871	meanmale	unbias
3.301515682	meanmale	unbias
0.999147303	meanmale	unbias
3.080901881	meanmale	unbias
1.67268831	meanmale	unbias
3.726369225	meanmale	unbias
2.302834359	meanmale	unbias
9.960985386	meanmale	unbias
5.31243426	meanmale	unbias
5.134117174	meanmale	unbias
5.430405999	meanmale	unbias
1.142129093	meanmale	unbias
3.236588785	meanmale	unbias
0.344344011	meanmale	unbias
6.742078291	meanmale	unbias
3.729318389	meanmale	unbias
4.134448459	meanmale	unbias
4.26396784	meanmale	unbias
8.930926202	meanmale	unbias
2.889135489	meanmale	unbias
5.574922725	meanmale	unbias
6.511203094	meanmale	unbias
6.891645699	meanmale	unbias
1.136502899	meanmale	unbias
4.382114716	meanmale	unbias
1.448770878	meanmale	unbias
1.424960094	meanmale	unbias
0.747653433	meanmale	unbias
0.421102865	meanmale	unbias
2.437271738	meanmale	unbias
3.879815047	meanmale	unbias
4.87085342	meanmale	unbias
2.973548026	meanmale	unbias
5.742453951	meanmale	unbias
4.803110694	meanmale	unbias
1.93137658	meanmale	unbias
3.225173685	meanmale	unbias
2.268130606	meanmale	unbias
2.962833058	meanmale	unbias
0.409538072	meanmale	unbias
2.834759702	meanmale	unbias
2.651127333	meanmale	unbias
8.861605918	meanmale	unbias
2.455367705	meanmale	unbias
2.802652909	meanmale	unbias
2.544029704	meanmale	unbias
1.268501417	meanmale	unbias
2.752110723	meanmale	unbias
4.7478374	meanmale	unbias
1.88047792	meanmale	unbias
3.133866364	meanmale	unbias
2.213065335	meanmale	unbias
0.307124599	meanmale	unbias
0.936360954	meanmale	unbias
6.891254878	meanmale	unbias
1.811487856	meanmale	unbias
3.362004471	meanmale	unbias
7.738465567	meanmale	unbias
4.69514182	meanmale	unbias
3.73273469	meanmale	unbias
1.886953303	meanmale	unbias
1.558817264	meanmale	unbias
2.482059079	meanmale	unbias
2.15257795	meanmale	unbias
2.475043378	meanmale	unbias
7.58995055	meanmale	unbias
2.534331122	meanmale	unbias
8.81273188	meanmale	unbias
4.229467118	meanmale	unbias
1.255958259	meanmale	unbias
1.056349263	meanmale	unbias
6.011382876	meanmale	unbias
3.875844989	meanmale	unbias
1.808769779	meanmale	unbias
1.227151395	meanmale	unbias
3.640551606	meanmale	unbias
0.510174878	meanmale	unbias
2.698525566	meanmale	unbias
3.944976754	meanmale	unbias
2.683055183	meanmale	unbias
3.456939177	meanmale	unbias
1.417972313	meanmale	unbias
0.709407543	meanmale	unbias
2.618614906	meanmale	unbias
2.209388161	meanmale	unbias
4.028953359	meanmale	unbias
3.518360339	meanmale	unbias
0.448450672	meanmale	unbias
4.324722801	meanmale	unbias
0.368214371	meanmale	unbias
3.042376247	meanmale	unbias
0.944133383	meanmale	unbias
2.959891632	meanmale	unbias
1.532552081	meanmale	unbias
3.451615596	meanmale	unbias
6.419128766	meanmale	unbias
7.082774431	meanmale	unbias
2.694332061	meanmale	unbias
4.077291801	meanmale	unbias
2.574397872	meanmale	unbias
3.220724552	meanmale	unbias
0.742259978	meanmale	unbias
4.698189994	meanmale	unbias
0.561838828	meanmale	unbias
2.313019059	meanmale	unbias
3.32094299	meanmale	unbias
1.165063995	meanmale	unbias
5.905326164	meanmale	unbias
7.235080359	meanmale	unbias
2.073583455	meanmale	unbias
4.536309243	meanmale	unbias
3.727924565	meanmale	unbias
2.776095939	meanmale	unbias
4.925301643	meanmale	unbias
2.292104426	meanmale	unbias
3.180901681	meanmale	unbias
3.779367669	meanmale	unbias
4.211618009	meanmale	unbias
1.777517527	meanmale	unbias
2.192462813	meanmale	unbias
4.877357054	meanmale	unbias
5.112934919	meanmale	unbias
0.119858096	meanmale	unbias
0.785066706	meanmale	unbias
3.74363676	meanmale	unbias
0.549404245	meanmale	unbias
3.683870669	meanmale	unbias
0.029324977	meanmale	unbias
9.221366371	meanmale	unbias
0.811366175	meanmale	unbias
1.179759934	meanmale	unbias
2.358141451	meanmale	unbias
5.460101639	meanmale	unbias
4.678596238	meanmale	unbias
5.211895756	meanmale	unbias
4.181271386	meanmale	unbias
6.940167706	meanmale	unbias
4.630320615	meanmale	unbias
4.652209852	meanmale	unbias
7.288823752	meanmale	unbias
3.536893338	meanmale	unbias
2.677413818	meanmale	unbias
4.235409938	meanmale	unbias
1.613802775	meanmale	unbias
5.851891886	meanmale	unbias
6.9586222	meanmale	unbias
1.298833637	meanmale	unbias
5.822186923	meanmale	unbias
5.476743432	meanmale	unbias
5.164850336	meanmale	unbias
3.525815759	meanmale	unbias
3.056114562	meanmale	unbias
4.780508097	meanmale	unbias
2.543032423	meanmale	unbias
3.400610642	meanmale	unbias
6.090805473	meanmale	unbias
3.245361448	meanmale	unbias
1.750986371	meanmale	unbias
3.252692688	meanmale	unbias
2.229487788	meanmale	unbias
3.134167621	meanmale	unbias
5.190081935	meanmale	unbias
6.092106264	meanmale	unbias
2.883262425	meanmale	unbias
5.579131888	meanmale	unbias
3.179452394	meanmale	unbias
2.814747349	meanmale	unbias
0.189905455	meanmale	unbias
2.391749345	meanmale	unbias
0.527609397	meanmale	unbias
1.662404591	meanmale	unbias
0.200601683	meanmale	unbias
3.345392558	meanmale	unbias
2.581032385	meanmale	unbias
2.013675015	meanmale	unbias
1.113243615	meanmale	unbias
2.402082433	meanmale	unbias
5.218527293	meanmale	unbias
1.101615952	meanmale	unbias
4.370854528	meanmale	unbias
0.627948384	meanmale	unbias
4.122897166	meanmale	unbias
4.6812572	meanmale	unbias
11.77752178	meanmale	unbias
2.460351844	meanmale	unbias
2.017503217	meanmale	unbias
4.617300966	meanmale	unbias
5.460099556	meanmale	unbias
3.602655524	meanmale	unbias
5.040932408	meanmale	unbias
5.608656796	meanmale	unbias
3.120082555	meanmale	unbias
2.214692975	meanmale	unbias
3.286357759	meanmale	unbias
4.25442691	meanmale	unbias
4.370763421	meanmale	unbias
6.047535385	meanmale	unbias
1.059887539	meanmale	unbias
3.865594088	meanmale	unbias
2.199000144	meanmale	unbias
0.292431245	meanmale	unbias
0.686912828	meanmale	unbias
3.830737426	meanmale	unbias
0.393057934	meanmale	unbias
3.458532569	meanmale	unbias
7.585731158	meanmale	unbias
3.812053707	meanmale	unbias
1.156877444	meanmale	unbias
5.811354723	meanmale	unbias
3.521555723	meanmale	unbias
0.670269254	meanmale	unbias
4.454585715	meanmale	unbias
6.101964407	meanmale	unbias
0.740776152	meanmale	unbias
1.396947329	meanmale	unbias
3.446545262	meanmale	unbias
3.139110073	meanmale	unbias
4.9043687	meanmale	unbias
2.296638421	meanmale	unbias
1.706359783	meanmale	unbias
3.393209146	meanmale	unbias
4.644064248	meanmale	unbias
3.504519907	meanmale	unbias
0.851268451	meanmale	unbias
0.871067106	meanmale	unbias
1.769196779	meanmale	unbias
1.605130105	meanmale	unbias
2.214448883	meanmale	unbias
3.147722648	meanmale	unbias
2.80837221	meanmale	unbias
3.884315576	meanmale	unbias
11.53005358	meanmale	unbias
2.795668779	meanmale	unbias
2.80303905	meanmale	unbias
0.531537967	meanmale	unbias
4.29073591	meanmale	unbias
1.750589118	meanmale	unbias
5.913982393	meanmale	unbias
1.853758783	meanmale	unbias
0.741562287	meanmale	unbias
7.000008169	meanmale	unbias
0.773875714	meanmale	unbias
1.081893545	meanmale	unbias
3.11097856	meanmale	unbias
0.24737072	meanmale	unbias
3.34293307	meanmale	unbias
0.45856456	meanmale	unbias
4.925212932	meanmale	unbias
3.825849095	meanmale	unbias
3.867195601	meanmale	unbias
2.226580793	meanmale	unbias
2.259341207	meanmale	unbias
4.545758959	meanmale	unbias
2.336330817	meanmale	unbias
5.785405409	meanmale	unbias
5.972596223	meanmale	unbias
1.131794976	meanmale	unbias
9.32886081	meanmale	unbias
6.558596594	meanmale	unbias
5.978004736	meanmale	unbias
1.519943787	meanmale	unbias
1.629692676	meanmale	unbias
3.796837985	meanmale	unbias
7.662613722	meanmale	unbias
3.477604422	meanmale	unbias
2.767439103	meanmale	unbias
2.402324073	meanmale	unbias
2.51479705	meanmale	unbias
4.62989799	meanmale	unbias
2.261024755	meanmale	unbias
7.002807932	meanmale	unbias
4.775997742	meanmale	unbias
2.854626778	meanmale	unbias
0.791841884	meanmale	unbias
4.102742649	meanmale	unbias
1.380573688	meanmale	unbias
2.640700823	meanmale	unbias
4.644979997	meanmale	unbias
1.376374646	meanmale	unbias
1.644164873	meanmale	unbias
3.920471594	meanmale	unbias
3.486144375	meanmale	unbias
5.121556167	meanmale	unbias
1.53022749	meanmale	unbias
3.923916078	meanmale	unbias
5.276882778	meanmale	unbias
1.274740887	meanmale	unbias
1.600379195	meanmale	unbias
1.824498673	meanmale	unbias
1.093065573	meanmale	unbias
6.663816099	meanmale	unbias
1.091884169	meanmale	unbias
1.979107772	meanmale	unbias
2.482210781	meanmale	unbias
3.15935495	meanmale	unbias
4.0070196	meanmale	unbias
-0.035687484	meanmale	unbias
2.395128215	meanmale	unbias
0.409686382	meanmale	unbias
3.188382322	meanmale	unbias
7.875856567	meanmale	unbias
2.168058729	meanmale	unbias
0.746125507	meanmale	unbias
3.2257092	meanmale	unbias
3.053451279	meanmale	unbias
5.216852326	meanmale	unbias
6.55314509	meanmale	unbias
6.095250002	meanmale	unbias
3.089620611	meanmale	unbias
4.171693549	meanmale	unbias
2.977135279	meanmale	unbias
3.329569883	meanmale	unbias
2.168637383	meanmale	unbias
7.993096257	meanmale	unbias
1.963305389	meanmale	unbias
2.958990688	meanmale	unbias
3.524643049	meanmale	unbias
2.870394717	meanmale	unbias
3.263396173	meanmale	unbias
2.12767236	meanmale	unbias
0.433274231	meanmale	unbias
2.994895678	meanmale	unbias
0.926323371	meanmale	unbias
3.746127769	meanmale	unbias
1.732984329	meanmale	unbias
5.690665043	meanmale	unbias
0.080447169	meanmale	unbias
5.647893359	meanmale	unbias
2.974409623	meanmale	unbias
4.693778081	meanmale	unbias
2.626753157	meanmale	unbias
2.719442231	meanmale	unbias
5.059894649	meanmale	unbias
5.089104586	meanmale	unbias
0.972850032	meanmale	unbias
0.927716267	meanmale	unbias
5.501971536	meanmale	unbias
3.690240023	meanmale	unbias
6.038548333	meanmale	unbias
4.329370983	meanmale	unbias
5.143027231	meanmale	unbias
4.990396891	meanmale	unbias
2.383438261	meanmale	unbias
6.150117934	meanmale	unbias
5.201712786	meanmale	unbias
4.745110167	meanmale	unbias
1.826205073	meanmale	unbias
6.142688425	meanmale	unbias
6.420932936	meanmale	unbias
5.962455902	meanmale	unbias
6.039911614	meanmale	unbias
2.521351965	meanmale	unbias
2.984631038	meanmale	unbias
2.546798035	meanmale	unbias
4.099944198	meanmale	unbias
3.085010209	meanmale	unbias
-0.076062592	meanmale	unbias
4.817090908	meanmale	unbias
3.682659098	meanmale	unbias
4.147217376	meanmale	unbias
4.91773473	meanmale	unbias
1.413285338	meanmale	unbias
2.466236155	meanmale	unbias
3.747432003	meanmale	unbias
1.581533911	meanmale	unbias
1.885090588	meanmale	unbias
6.341524339	meanmale	unbias
3.851241068	meanmale	unbias
4.804515369	meanmale	unbias
2.626072193	meanmale	unbias
1.754020305	meanmale	unbias
2.547957698	meanmale	unbias
1.828170552	meanmale	unbias
2.343055166	meanmale	unbias
0.35754368	meanmale	unbias
1.557331501	meanmale	unbias
0.392419393	meanmale	unbias
1.387751634	meanmale	unbias
0.842364977	meanmale	unbias
3.183937572	meanmale	unbias
2.583170111	meanmale	unbias
-0.038654343	meanmale	unbias
2.978243101	meanmale	unbias
2.124887754	meanmale	unbias
6.641136164	meanmale	unbias
2.63472958	meanmale	unbias
4.334412461	meanmale	unbias
3.294507101	meanmale	unbias
2.601907531	meanmale	unbias
4.0036013	meanmale	unbias
3.171922314	meanmale	unbias
0.114984729	meanmale	unbias
6.553141148	meanmale	unbias
2.838053428	meanmale	unbias
