gid	female	log2meanXX	cutoff
TRINITY_DN125667_c5_g2_i2	meanfemale	4.757890337	FC1
TRINITY_DN121041_c1_g1_i1	meanfemale	5.025966424	FC1
TRINITY_DN131839_c1_g1_i2	meanfemale	2.720907446	FC1
TRINITY_DN128016_c3_g2_i5	meanfemale	2.88435677	FC1
TRINITY_DN126751_c2_g5_i2	meanfemale	5.959615829	FC1
TRINITY_DN108427_c0_g3_i5	meanfemale	5.314585176	FC1
TRINITY_DN92463_c0_g1_i2	meanfemale	4.039363787	FC1
TRINITY_DN128348_c7_g1_i1	meanfemale	3.891830936	FC1
TRINITY_DN130581_c0_g1_i2	meanfemale	3.475695936	FC1
TRINITY_DN115856_c0_g1_i2	meanfemale	4.187019028	FC1
TRINITY_DN133111_c7_g1_i1	meanfemale	1.52122202	FC1
TRINITY_DN124792_c0_g2_i1	meanfemale	5.175427668	FC1
TRINITY_DN125335_c2_g1_i2	meanfemale	4.974976144	FC1
TRINITY_DN121691_c3_g3_i1	meanfemale	3.139204464	FC1
TRINITY_DN132976_c1_g5_i2	meanfemale	4.242603638	FC1
TRINITY_DN135543_c0_g1_i4	meanfemale	2.106078934	FC1
TRINITY_DN117133_c0_g1_i1	meanfemale	5.145541117	FC1
TRINITY_DN108791_c0_g2_i1	meanfemale	2.264559446	FC1
TRINITY_DN123854_c1_g1_i1	meanfemale	1.548335621	FC1
TRINITY_DN135751_c6_g7_i1	meanfemale	5.135969369	FC1
TRINITY_DN121704_c7_g2_i1	meanfemale	3.41554264	FC1
TRINITY_DN136353_c2_g4_i1	meanfemale	3.720414184	FC1
TRINITY_DN127457_c0_g2_i2	meanfemale	2.94045194	FC1
TRINITY_DN130080_c0_g1_i1	meanfemale	0.746557056	FC1
TRINITY_DN135090_c1_g1_i1	meanfemale	2.852692115	FC1
TRINITY_DN130835_c4_g6_i2	meanfemale	3.37266238	FC1
TRINITY_DN124768_c1_g3_i1	meanfemale	6.448818768	FC1
TRINITY_DN127013_c6_g1_i2	meanfemale	3.973950871	FC1
TRINITY_DN120000_c0_g1_i1	meanfemale	3.430541756	FC1
TRINITY_DN109678_c0_g1_i4	meanfemale	4.761445978	FC1
TRINITY_DN135820_c1_g1_i2	meanfemale	3.347674956	FC1
TRINITY_DN69236_c0_g1_i1	meanfemale	5.277135829	FC1
TRINITY_DN123714_c0_g1_i4	meanfemale	4.71223714	FC1
TRINITY_DN130360_c0_g4_i1	meanfemale	3.062583874	FC1
TRINITY_DN128240_c0_g1_i1	meanfemale	1.996116652	FC1
TRINITY_DN118604_c0_g1_i1	meanfemale	2.735821324	FC1
TRINITY_DN135052_c0_g2_i5	meanfemale	7.149464106	FC1
TRINITY_DN120223_c0_g1_i5	meanfemale	3.849942496	FC1
TRINITY_DN131403_c3_g1_i1	meanfemale	-0.08296789	FC1
TRINITY_DN132292_c0_g1_i2	meanfemale	3.110380186	FC1
TRINITY_DN127075_c0_g1_i1	meanfemale	2.410853247	FC1
TRINITY_DN126796_c0_g13_i2	meanfemale	4.546818804	FC1
TRINITY_DN124886_c0_g1_i1	meanfemale	6.134273938	FC1
TRINITY_DN130542_c0_g3_i1	meanfemale	2.435811304	FC1
TRINITY_DN119608_c0_g2_i1	meanfemale	1.484226682	FC1
TRINITY_DN127252_c0_g2_i2	meanfemale	1.115720372	FC1
TRINITY_DN131864_c2_g5_i1	meanfemale	5.432847778	FC1
TRINITY_DN130492_c1_g4_i2	meanfemale	3.83225324	FC1
TRINITY_DN129160_c1_g1_i1	meanfemale	0.481751847	FC1
TRINITY_DN125065_c0_g1_i1	meanfemale	0.479172299	FC1
TRINITY_DN129058_c1_g1_i1	meanfemale	5.073670203	FC1
TRINITY_DN106948_c0_g1_i1	meanfemale	5.193309599	FC1
TRINITY_DN134584_c7_g2_i1	meanfemale	4.445467782	FC1
TRINITY_DN131503_c0_g1_i4	meanfemale	4.921888621	FC1
TRINITY_DN127852_c0_g2_i1	meanfemale	1.476436701	FC1
TRINITY_DN121172_c0_g1_i7	meanfemale	3.695992947	FC1
TRINITY_DN134422_c1_g1_i1	meanfemale	4.712847561	FC1
TRINITY_DN113595_c0_g2_i2	meanfemale	-0.190848619	FC1
TRINITY_DN134055_c0_g1_i1	meanfemale	4.777813464	FC1
TRINITY_DN129731_c0_g2_i10	meanfemale	5.475225146	FC1
TRINITY_DN132078_c3_g1_i1	meanfemale	2.357212124	FC1
TRINITY_DN130035_c0_g1_i1	meanfemale	4.203144719	FC1
TRINITY_DN122352_c0_g1_i2	meanfemale	4.794181795	FC1
TRINITY_DN121149_c0_g1_i1	meanfemale	5.251051216	FC1
TRINITY_DN122865_c0_g1_i1	meanfemale	4.809164379	FC1
TRINITY_DN122531_c0_g2_i1	meanfemale	3.103621778	FC1
TRINITY_DN132184_c0_g1_i3	meanfemale	3.876458245	FC1
TRINITY_DN125915_c0_g2_i2	meanfemale	2.098360631	FC1
TRINITY_DN128467_c1_g2_i2	meanfemale	2.153941505	FC1
TRINITY_DN121493_c0_g1_i2	meanfemale	3.848282793	FC1
TRINITY_DN133688_c1_g1_i1	meanfemale	3.114123034	FC1
TRINITY_DN123746_c4_g2_i2	meanfemale	1.362865618	FC1
TRINITY_DN126541_c4_g1_i1	meanfemale	2.293423377	FC1
TRINITY_DN122298_c0_g2_i1	meanfemale	4.419350286	FC1
TRINITY_DN122094_c7_g2_i1	meanfemale	4.559723271	FC1
TRINITY_DN152467_c0_g1_i1	meanfemale	4.230090082	FC1
TRINITY_DN126326_c0_g1_i4	meanfemale	3.937078007	FC1
TRINITY_DN120034_c0_g1_i2	meanfemale	5.135603705	FC1
TRINITY_DN125831_c0_g1_i1	meanfemale	-0.486193902	FC1
TRINITY_DN127417_c0_g1_i3	meanfemale	1.738482101	FC1
TRINITY_DN123212_c7_g1_i3	meanfemale	4.590300395	FC1
TRINITY_DN121919_c8_g3_i5	meanfemale	5.786961646	FC1
TRINITY_DN124645_c0_g1_i1	meanfemale	4.39400343	FC1
TRINITY_DN133950_c1_g1_i1	meanfemale	4.871991317	FC1
TRINITY_DN113129_c0_g2_i2	meanfemale	2.913570065	FC1
TRINITY_DN126051_c2_g2_i3	meanfemale	1.994947443	FC1
TRINITY_DN108613_c0_g1_i1	meanfemale	1.166171362	FC1
TRINITY_DN126470_c0_g1_i1	meanfemale	1.705875515	FC1
TRINITY_DN878_c0_g1_i1	meanfemale	4.992642561	FC1
TRINITY_DN125359_c1_g1_i1	meanfemale	1.934069385	FC1
TRINITY_DN126960_c0_g2_i1	meanfemale	1.870402313	FC1
TRINITY_DN126082_c1_g1_i1	meanfemale	4.679208589	FC1
TRINITY_DN125659_c0_g2_i1	meanfemale	4.345095864	FC1
TRINITY_DN124769_c2_g1_i16	meanfemale	3.32487824	FC1
TRINITY_DN120636_c0_g8_i1	meanfemale	4.963148467	FC1
TRINITY_DN132842_c1_g1_i1	meanfemale	1.606903759	FC1
TRINITY_DN135882_c0_g2_i1	meanfemale	3.206568186	FC1
TRINITY_DN121223_c0_g2_i5	meanfemale	5.259510376	FC1
TRINITY_DN102444_c0_g1_i1	meanfemale	5.615920881	FC1
TRINITY_DN136381_c0_g2_i1	meanfemale	2.805900819	FC1
TRINITY_DN122956_c0_g1_i1	meanfemale	3.014102452	FC1
TRINITY_DN130266_c3_g6_i3	meanfemale	1.019289215	FC1
TRINITY_DN122582_c0_g1_i1	meanfemale	4.766313631	FC1
TRINITY_DN119641_c2_g1_i1	meanfemale	5.288471837	FC1
TRINITY_DN112756_c0_g1_i1	meanfemale	1.554745218	FC1
TRINITY_DN130082_c3_g3_i1	meanfemale	1.885811709	FC1
TRINITY_DN126077_c1_g1_i4	meanfemale	4.568237428	FC1
TRINITY_DN127357_c0_g2_i2	meanfemale	2.268243367	FC1
TRINITY_DN118720_c0_g1_i1	meanfemale	-0.636481675	FC1
TRINITY_DN135242_c0_g2_i3	meanfemale	5.659227672	FC1
TRINITY_DN118372_c0_g2_i1	meanfemale	4.984998263	FC1
TRINITY_DN116543_c0_g2_i1	meanfemale	0.087126854	FC1
TRINITY_DN118491_c0_g1_i2	meanfemale	3.800544113	FC1
TRINITY_DN119290_c0_g1_i1	meanfemale	3.907647943	FC1
TRINITY_DN135758_c2_g4_i2	meanfemale	4.051117665	FC1
TRINITY_DN119891_c0_g1_i1	meanfemale	3.852150415	FC1
TRINITY_DN109440_c0_g1_i1	meanfemale	2.625026979	FC1
TRINITY_DN132283_c0_g1_i1	meanfemale	1.914983844	FC1
TRINITY_DN134491_c4_g1_i2	meanfemale	2.882187778	FC1
TRINITY_DN120004_c0_g1_i2	meanfemale	5.258531931	FC1
TRINITY_DN105682_c0_g3_i1	meanfemale	3.749074062	FC1
TRINITY_DN128627_c3_g3_i1	meanfemale	4.509843685	FC1
TRINITY_DN120059_c0_g2_i1	meanfemale	5.376028847	FC1
TRINITY_DN133826_c11_g1_i2	meanfemale	3.807430242	FC1
TRINITY_DN130046_c9_g8_i2	meanfemale	0.792156027	FC1
TRINITY_DN128419_c0_g2_i2	meanfemale	4.308675044	FC1
TRINITY_DN34529_c0_g1_i1	meanfemale	2.684493201	FC1
TRINITY_DN129016_c3_g1_i2	meanfemale	4.520703787	FC1
TRINITY_DN114305_c0_g2_i2	meanfemale	1.667680212	FC1
TRINITY_DN136143_c5_g5_i5	meanfemale	3.416980805	FC1
TRINITY_DN120059_c0_g1_i4	meanfemale	6.234434797	FC1
TRINITY_DN125730_c4_g1_i3	meanfemale	5.578358371	FC1
TRINITY_DN125136_c4_g1_i2	meanfemale	5.433209371	FC1
TRINITY_DN121578_c0_g1_i1	meanfemale	3.786665468	FC1
TRINITY_DN123029_c0_g1_i2	meanfemale	4.21808268	FC1
TRINITY_DN40100_c0_g1_i1	meanfemale	5.722811613	FC1
TRINITY_DN132882_c6_g1_i1	meanfemale	3.165407881	FC1
TRINITY_DN128398_c0_g1_i1	meanfemale	2.582270608	FC1
TRINITY_DN113919_c0_g2_i1	meanfemale	5.095181782	FC1
TRINITY_DN136384_c1_g1_i1	meanfemale	-0.888529883	FC1
TRINITY_DN125242_c0_g4_i5	meanfemale	2.191614949	FC1
TRINITY_DN136052_c0_g3_i1	meanfemale	3.364021914	FC1
TRINITY_DN131995_c1_g1_i1	meanfemale	2.959842604	FC1
TRINITY_DN121711_c0_g1_i2	meanfemale	3.813803785	FC1
TRINITY_DN118439_c1_g2_i1	meanfemale	-0.569114378	FC1
TRINITY_DN130192_c1_g2_i1	meanfemale	4.393773919	FC1
TRINITY_DN124497_c3_g1_i2	meanfemale	3.07506968	FC1
TRINITY_DN126847_c0_g1_i3	meanfemale	5.481831712	FC1
TRINITY_DN126775_c0_g2_i4	meanfemale	3.486957723	FC1
TRINITY_DN133054_c2_g1_i1	meanfemale	5.843763907	FC1
TRINITY_DN115837_c0_g3_i2	meanfemale	2.02852418	FC1
TRINITY_DN132386_c4_g1_i1	meanfemale	4.172198942	FC1
TRINITY_DN135014_c3_g1_i2	meanfemale	8.165088505	FC1
TRINITY_DN131434_c0_g1_i1	meanfemale	0.493360791	FC1
TRINITY_DN124016_c0_g1_i1	meanfemale	2.683654864	FC1
TRINITY_DN127045_c0_g1_i2	meanfemale	3.015665744	FC1
TRINITY_DN123130_c1_g1_i1	meanfemale	4.936648866	FC1
TRINITY_DN151109_c0_g1_i1	meanfemale	4.494777391	FC1
TRINITY_DN131419_c0_g1_i1	meanfemale	6.008764832	FC1
TRINITY_DN134236_c1_g1_i1	meanfemale	4.744439413	FC1
TRINITY_DN127401_c0_g2_i1	meanfemale	2.956199605	FC1
TRINITY_DN131924_c0_g1_i1	meanfemale	2.118980891	FC1
TRINITY_DN1127_c0_g2_i1	meanfemale	2.264368209	FC1
TRINITY_DN131166_c2_g7_i2	meanfemale	5.983175266	FC1
TRINITY_DN128499_c5_g1_i2	meanfemale	2.483930737	FC1
TRINITY_DN123644_c3_g2_i1	meanfemale	3.696003984	FC1
TRINITY_DN126626_c0_g1_i1	meanfemale	2.625923375	FC1
TRINITY_DN136061_c8_g1_i2	meanfemale	2.808784444	FC1
TRINITY_DN133717_c1_g5_i4	meanfemale	5.353148227	FC1
TRINITY_DN110346_c0_g1_i2	meanfemale	5.563237612	FC1
TRINITY_DN132540_c1_g2_i1	meanfemale	3.420712395	FC1
TRINITY_DN127806_c0_g1_i2	meanfemale	5.230983112	FC1
TRINITY_DN132666_c2_g1_i3	meanfemale	3.439234927	FC1
TRINITY_DN123486_c2_g3_i1	meanfemale	4.3001877	FC1
TRINITY_DN127458_c0_g3_i2	meanfemale	4.944999622	FC1
TRINITY_DN129219_c4_g1_i1	meanfemale	3.029623696	FC1
TRINITY_DN128994_c2_g4_i1	meanfemale	2.920488627	FC1
TRINITY_DN119001_c0_g2_i2	meanfemale	-0.144952286	FC1
TRINITY_DN125741_c1_g1_i1	meanfemale	1.523457335	FC1
TRINITY_DN112525_c0_g1_i1	meanfemale	4.029844807	FC1
TRINITY_DN135268_c2_g1_i9	meanfemale	1.633449194	FC1
TRINITY_DN127777_c0_g1_i2	meanfemale	1.702145311	FC1
TRINITY_DN124999_c0_g1_i1	meanfemale	3.499838205	FC1
TRINITY_DN130789_c2_g1_i1	meanfemale	4.860929281	FC1
TRINITY_DN130365_c0_g1_i1	meanfemale	4.325946613	FC1
TRINITY_DN130625_c0_g1_i2	meanfemale	3.169484249	FC1
TRINITY_DN129855_c1_g1_i1	meanfemale	2.075934666	FC1
TRINITY_DN123137_c0_g1_i3	meanfemale	7.763436898	FC1
TRINITY_DN122713_c0_g1_i3	meanfemale	4.008745315	FC1
TRINITY_DN126856_c0_g1_i2	meanfemale	3.754943445	FC1
TRINITY_DN124220_c0_g1_i2	meanfemale	4.404041807	FC1
TRINITY_DN121511_c0_g3_i2	meanfemale	1.058410074	FC1
TRINITY_DN124883_c0_g1_i1	meanfemale	5.082519669	FC1
TRINITY_DN118664_c0_g1_i1	meanfemale	3.149703892	FC1
TRINITY_DN119944_c0_g1_i1	meanfemale	3.455073247	FC1
TRINITY_DN123802_c0_g1_i3	meanfemale	3.124263042	FC1
TRINITY_DN122222_c0_g3_i5	meanfemale	4.604181228	FC1
TRINITY_DN108703_c0_g8_i1	meanfemale	2.166790607	FC1
TRINITY_DN127842_c2_g1_i2	meanfemale	3.180677665	FC1
TRINITY_DN125269_c4_g1_i3	meanfemale	2.660078644	FC1
TRINITY_DN132161_c2_g1_i2	meanfemale	5.17893253	FC1
TRINITY_DN122910_c0_g1_i2	meanfemale	4.102624528	FC1
TRINITY_DN118556_c0_g1_i2	meanfemale	6.20468758	FC1
TRINITY_DN121224_c2_g1_i1	meanfemale	-1.086723803	FC1
TRINITY_DN130230_c0_g2_i1	meanfemale	2.777055994	FC1
TRINITY_DN130608_c5_g1_i1	meanfemale	3.959996452	FC1
TRINITY_DN135013_c1_g2_i1	meanfemale	3.191413485	FC1
TRINITY_DN114469_c0_g2_i1	meanfemale	4.103719135	FC1
TRINITY_DN122657_c4_g1_i1	meanfemale	3.942219355	FC1
TRINITY_DN126042_c0_g1_i1	meanfemale	3.656668174	FC1
TRINITY_DN129952_c1_g2_i8	meanfemale	2.347212946	FC1
TRINITY_DN135549_c1_g1_i4	meanfemale	2.740109987	FC1
TRINITY_DN130138_c1_g6_i1	meanfemale	2.289479435	FC1
TRINITY_DN123674_c0_g1_i5	meanfemale	4.712602367	FC1
TRINITY_DN105140_c0_g1_i1	meanfemale	4.454419104	FC1
TRINITY_DN117996_c0_g1_i1	meanfemale	5.351932812	FC1
TRINITY_DN131887_c2_g1_i2	meanfemale	4.123652385	FC1
TRINITY_DN124014_c1_g1_i1	meanfemale	2.429443115	FC1
TRINITY_DN127247_c0_g1_i4	meanfemale	5.1238303	FC1
TRINITY_DN123462_c3_g2_i2	meanfemale	2.985906843	FC1
TRINITY_DN106700_c0_g2_i1	meanfemale	4.535416656	FC1
TRINITY_DN132531_c0_g2_i1	meanfemale	2.417200076	FC1
TRINITY_DN121957_c0_g1_i4	meanfemale	1.139959283	FC1
TRINITY_DN115930_c1_g3_i2	meanfemale	4.981978618	FC1
TRINITY_DN126356_c1_g3_i1	meanfemale	2.207059418	FC1
TRINITY_DN130525_c4_g3_i17	meanfemale	4.946339592	FC1
TRINITY_DN122136_c0_g1_i2	meanfemale	2.618626381	FC1
TRINITY_DN134491_c3_g1_i1	meanfemale	3.445317316	FC1
TRINITY_DN128905_c8_g2_i1	meanfemale	2.703487805	FC1
TRINITY_DN117528_c0_g3_i1	meanfemale	2.437290839	FC1
TRINITY_DN103653_c0_g1_i1	meanfemale	1.243673296	FC1
TRINITY_DN115343_c0_g1_i1	meanfemale	5.361695214	FC1
TRINITY_DN118661_c0_g2_i1	meanfemale	2.517016403	FC1
TRINITY_DN126201_c3_g1_i4	meanfemale	6.072312579	FC1
TRINITY_DN120457_c0_g1_i2	meanfemale	4.760628299	FC1
TRINITY_DN135058_c4_g17_i2	meanfemale	1.548997825	FC1
TRINITY_DN125459_c4_g3_i4	meanfemale	6.105526249	FC1
TRINITY_DN134743_c0_g1_i1	meanfemale	3.117862934	FC1
TRINITY_DN132180_c7_g2_i3	meanfemale	2.085312729	FC1
TRINITY_DN129622_c1_g1_i1	meanfemale	3.118776115	FC1
TRINITY_DN113124_c0_g1_i3	meanfemale	5.706552399	FC1
TRINITY_DN131111_c0_g1_i3	meanfemale	3.159423203	FC1
TRINITY_DN103565_c0_g1_i1	meanfemale	3.836629799	FC1
TRINITY_DN67021_c0_g1_i1	meanfemale	4.343137154	FC1
TRINITY_DN214148_c0_g1_i1	meanfemale	2.861280652	FC1
TRINITY_DN113447_c0_g1_i1	meanfemale	5.9357581	FC1
TRINITY_DN134711_c6_g1_i1	meanfemale	4.595889981	FC1
TRINITY_DN124650_c4_g3_i2	meanfemale	3.664114208	FC1
TRINITY_DN128548_c0_g1_i1	meanfemale	4.447118628	FC1
TRINITY_DN127157_c0_g1_i1	meanfemale	1.221599754	FC1
TRINITY_DN121514_c9_g7_i1	meanfemale	5.444236341	FC1
TRINITY_DN118391_c0_g1_i1	meanfemale	0.786806112	FC1
TRINITY_DN128272_c3_g3_i1	meanfemale	3.985178608	FC1
TRINITY_DN130751_c0_g4_i5	meanfemale	4.564078193	FC1
TRINITY_DN124936_c2_g1_i2	meanfemale	1.136451648	FC1
TRINITY_DN68190_c0_g1_i1	meanfemale	4.84391182	FC1
TRINITY_DN127298_c8_g2_i1	meanfemale	4.110719532	FC1
TRINITY_DN119041_c0_g1_i1	meanfemale	3.427836101	FC1
TRINITY_DN125363_c4_g4_i4	meanfemale	3.80979089	FC1
TRINITY_DN108791_c0_g1_i1	meanfemale	2.608649558	FC1
TRINITY_DN120402_c0_g1_i4	meanfemale	4.348805996	FC1
TRINITY_DN134029_c0_g1_i3	meanfemale	5.217043293	FC1
TRINITY_DN135358_c5_g1_i1	meanfemale	3.353428535	FC1
TRINITY_DN131325_c0_g1_i1	meanfemale	3.874487352	FC1
TRINITY_DN131673_c2_g5_i2	meanfemale	3.764859664	FC1
TRINITY_DN135360_c8_g1_i2	meanfemale	3.760010141	FC1
TRINITY_DN119060_c0_g1_i4	meanfemale	4.380374438	FC1
TRINITY_DN127132_c1_g2_i2	meanfemale	-0.049497018	FC1
TRINITY_DN112465_c0_g1_i1	meanfemale	4.295560388	FC1
TRINITY_DN131889_c0_g5_i8	meanfemale	6.899947916	FC1
TRINITY_DN121288_c0_g1_i1	meanfemale	2.895463776	FC1
TRINITY_DN123106_c0_g3_i8	meanfemale	2.662825181	FC1
TRINITY_DN128858_c0_g1_i1	meanfemale	4.685034372	FC1
TRINITY_DN120437_c2_g1_i2	meanfemale	2.265492127	FC1
TRINITY_DN116621_c0_g1_i2	meanfemale	5.420606378	FC1
TRINITY_DN18737_c0_g1_i1	meanfemale	2.939416372	FC1
TRINITY_DN119035_c0_g1_i2	meanfemale	6.265536065	FC1
TRINITY_DN130129_c0_g1_i4	meanfemale	4.730709224	FC1
TRINITY_DN123801_c0_g1_i3	meanfemale	1.396462962	FC1
TRINITY_DN116899_c0_g1_i3	meanfemale	4.581635796	FC1
TRINITY_DN135961_c4_g1_i1	meanfemale	6.139559788	FC1
TRINITY_DN130769_c3_g1_i2	meanfemale	5.01660922	FC1
TRINITY_DN121478_c6_g1_i1	meanfemale	3.272650019	FC1
TRINITY_DN133212_c3_g2_i3	meanfemale	3.339134096	FC1
TRINITY_DN127015_c0_g2_i1	meanfemale	2.443388188	FC1
TRINITY_DN115491_c0_g2_i5	meanfemale	0.675034963	FC1
TRINITY_DN125814_c0_g3_i3	meanfemale	3.375374876	FC1
TRINITY_DN134743_c0_g2_i1	meanfemale	3.014395564	FC1
TRINITY_DN133368_c1_g2_i1	meanfemale	4.512698402	FC1
TRINITY_DN132125_c1_g2_i1	meanfemale	3.02267568	FC1
TRINITY_DN117602_c0_g4_i1	meanfemale	2.215526238	FC1
TRINITY_DN97036_c0_g2_i1	meanfemale	4.728549152	FC1
TRINITY_DN132228_c1_g9_i1	meanfemale	2.880279875	FC1
TRINITY_DN108732_c0_g1_i1	meanfemale	5.588244054	FC1
TRINITY_DN94143_c0_g2_i1	meanfemale	1.767814751	FC1
TRINITY_DN116529_c1_g1_i1	meanfemale	4.135604171	FC1
TRINITY_DN127737_c0_g1_i1	meanfemale	0.542166174	FC1
TRINITY_DN134918_c2_g2_i1	meanfemale	1.405586877	FC1
TRINITY_DN126555_c5_g4_i3	meanfemale	3.286262615	FC1
TRINITY_DN129431_c4_g2_i2	meanfemale	3.220755223	FC1
TRINITY_DN135439_c2_g1_i3	meanfemale	4.489600722	FC1
TRINITY_DN135781_c3_g1_i2	meanfemale	3.772264516	FC1
TRINITY_DN99989_c0_g2_i2	meanfemale	6.183668657	FC1
TRINITY_DN126897_c0_g2_i1	meanfemale	4.156831918	FC1
TRINITY_DN121889_c0_g2_i1	meanfemale	3.202593613	FC1
TRINITY_DN123675_c0_g1_i1	meanfemale	3.881660243	FC1
TRINITY_DN96602_c0_g1_i1	meanfemale	5.835118724	FC1
TRINITY_DN129884_c4_g1_i1	meanfemale	3.12037502	FC1
TRINITY_DN133109_c3_g1_i1	meanfemale	2.558556868	FC1
TRINITY_DN127313_c0_g2_i1	meanfemale	7.76970213	FC1
TRINITY_DN125687_c4_g2_i3	meanfemale	2.063293553	FC1
TRINITY_DN126239_c1_g1_i2	meanfemale	0.467149211	FC1
TRINITY_DN135989_c2_g1_i1	meanfemale	2.935551922	FC1
TRINITY_DN123367_c1_g1_i4	meanfemale	3.884192566	FC1
TRINITY_DN134982_c7_g1_i1	meanfemale	0.312151419	FC1
TRINITY_DN109430_c0_g5_i1	meanfemale	3.158165268	FC1
TRINITY_DN122399_c0_g1_i2	meanfemale	4.440586117	FC1
TRINITY_DN134949_c2_g1_i1	meanfemale	3.815587945	FC1
TRINITY_DN116438_c0_g2_i3	meanfemale	2.504852	FC1
TRINITY_DN109625_c0_g1_i3	meanfemale	5.563359573	FC1
TRINITY_DN121556_c12_g4_i1	meanfemale	1.74834866	FC1
TRINITY_DN121893_c1_g1_i1	meanfemale	3.853380999	FC1
TRINITY_DN124094_c0_g1_i1	meanfemale	1.941037128	FC1
TRINITY_DN119040_c0_g1_i1	meanfemale	4.352274782	FC1
TRINITY_DN131806_c3_g2_i1	meanfemale	3.252848278	FC1
TRINITY_DN104812_c0_g1_i2	meanfemale	3.689563296	FC1
TRINITY_DN131711_c1_g1_i3	meanfemale	4.034404017	FC1
TRINITY_DN112790_c0_g1_i1	meanfemale	3.045773606	FC1
TRINITY_DN124069_c0_g1_i1	meanfemale	1.604864754	FC1
TRINITY_DN131191_c4_g2_i6	meanfemale	1.408684275	FC1
TRINITY_DN67822_c0_g1_i2	meanfemale	4.02608988	FC1
TRINITY_DN114332_c0_g1_i1	meanfemale	4.755864843	FC1
TRINITY_DN117979_c0_g1_i1	meanfemale	1.081742556	FC1
TRINITY_DN125469_c1_g4_i2	meanfemale	5.535835453	FC1
TRINITY_DN98050_c0_g1_i1	meanfemale	2.709516855	FC1
TRINITY_DN135766_c1_g5_i3	meanfemale	4.802287641	FC1
TRINITY_DN124247_c2_g3_i1	meanfemale	4.524663959	FC1
TRINITY_DN128346_c0_g1_i2	meanfemale	-1.093619901	FC1
TRINITY_DN132613_c2_g1_i6	meanfemale	-0.271191606	FC1
TRINITY_DN128951_c3_g3_i6	meanfemale	5.622017142	FC1
TRINITY_DN129001_c0_g2_i2	meanfemale	1.116671564	FC1
TRINITY_DN133400_c0_g2_i3	meanfemale	2.555524689	FC1
TRINITY_DN113439_c0_g1_i1	meanfemale	3.600345442	FC1
TRINITY_DN135692_c2_g2_i2	meanfemale	2.999717502	FC1
TRINITY_DN134675_c5_g5_i2	meanfemale	4.63567837	FC1
TRINITY_DN129818_c0_g1_i1	meanfemale	3.447159403	FC1
TRINITY_DN130437_c2_g7_i4	meanfemale	4.227743924	FC1
TRINITY_DN128362_c0_g3_i3	meanfemale	3.608292353	FC1
TRINITY_DN123457_c1_g1_i1	meanfemale	1.359319645	FC1
TRINITY_DN126532_c2_g2_i1	meanfemale	3.514923354	FC1
TRINITY_DN125231_c0_g6_i1	meanfemale	4.600632124	FC1
TRINITY_DN115189_c0_g1_i2	meanfemale	3.303140735	FC1
TRINITY_DN125859_c1_g9_i4	meanfemale	2.879398415	FC1
TRINITY_DN129687_c0_g1_i3	meanfemale	3.882762656	FC1
TRINITY_DN128145_c0_g1_i3	meanfemale	2.50404757	FC1
TRINITY_DN126319_c1_g1_i2	meanfemale	2.862970025	FC1
TRINITY_DN116561_c0_g1_i1	meanfemale	1.938427597	FC1
TRINITY_DN69092_c0_g1_i1	meanfemale	3.820751166	FC1
TRINITY_DN128755_c0_g2_i5	meanfemale	3.455417292	FC1
TRINITY_DN125622_c2_g1_i1	meanfemale	2.517959712	FC1
TRINITY_DN124911_c0_g2_i4	meanfemale	4.256601953	FC1
TRINITY_DN126133_c2_g1_i1	meanfemale	3.346626074	FC1
TRINITY_DN135351_c2_g1_i2	meanfemale	1.623314945	FC1
TRINITY_DN127727_c1_g2_i3	meanfemale	1.771426154	FC1
TRINITY_DN134740_c0_g1_i1	meanfemale	3.434212322	FC1
TRINITY_DN134925_c0_g2_i5	meanfemale	5.375962755	FC1
TRINITY_DN127634_c2_g2_i1	meanfemale	4.993495238	FC1
TRINITY_DN129987_c0_g1_i1	meanfemale	1.971486086	FC1
TRINITY_DN118525_c2_g1_i1	meanfemale	3.192415906	FC1
TRINITY_DN104835_c0_g1_i2	meanfemale	6.544498989	FC1
TRINITY_DN127623_c0_g5_i2	meanfemale	3.456875191	FC1
TRINITY_DN114442_c0_g4_i1	meanfemale	2.801276445	FC1
TRINITY_DN126551_c0_g2_i5	meanfemale	5.590038669	FC1
TRINITY_DN117572_c0_g1_i1	meanfemale	5.232036946	FC1
TRINITY_DN125987_c0_g1_i2	meanfemale	4.021691839	FC1
TRINITY_DN116290_c0_g1_i1	meanfemale	5.023936902	FC1
TRINITY_DN116680_c1_g2_i1	meanfemale	5.618105976	FC1
TRINITY_DN115432_c0_g1_i1	meanfemale	2.459164154	FC1
TRINITY_DN126696_c2_g1_i1	meanfemale	4.631329633	FC1
TRINITY_DN109983_c0_g1_i2	meanfemale	4.623486112	FC1
TRINITY_DN117002_c0_g1_i1	meanfemale	3.612443212	FC1
TRINITY_DN127631_c0_g1_i3	meanfemale	4.179124594	FC1
TRINITY_DN131111_c0_g2_i2	meanfemale	4.226486074	FC1
TRINITY_DN128023_c4_g1_i1	meanfemale	3.72793812	FC1
TRINITY_DN63296_c0_g2_i1	meanfemale	5.712449069	FC1
TRINITY_DN126330_c1_g2_i1	meanfemale	4.938240203	FC1
TRINITY_DN134292_c9_g4_i1	meanfemale	5.196299379	FC1
TRINITY_DN84260_c0_g2_i1	meanfemale	0.991442526	FC1
